doid 	 name 
MONDO:0001132	sexual sadism
MONDO:0001135	voyeurism
MONDO:0001134	essential hypertension
MONDO:0001137	Murray Valley encephalitis
MONDO:0001136	chylocele of tunica vaginalis
MONDO:0010448	Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome
MONDO:0004749	myocardium cancer
MONDO:0004748	lip disease
MONDO:0009119	diverticulosis, small-intestinal
MONDO:0009118	disseminated sclerosis with narcolepsy
MONDO:0004745	priapism
MONDO:0009116	lactose intolerance
MONDO:0004747	cleft lip
MONDO:0004746	myopathy of extraocular muscle
MONDO:0004741	tyrosinemia
MONDO:0009112	rhizomelic chondrodysplasia punctata type 2
MONDO:0004743	hyperhomocysteinemia
MONDO:0009110	dicarboxylic aminoaciduria
MONDO:0008618	mesomelic dwarfism, Reinhardt-Pfeiffer type
MONDO:0015753	cap myopathy
MONDO:0019084	radiation proctitis
MONDO:0019085	vernal keratoconjunctivitis
MONDO:0019086	esophageal carcinoma
MONDO:0019087	cholangiocarcinoma
MONDO:0019080	alopecia totalis
MONDO:0019082	bullous pemphigoid
MONDO:0019083	Leigh syndrome with cardiomyopathy
MONDO:0000082	pelvic organ prolapse
MONDO:0008620	upper limb mesomelic dysplasia
MONDO:0019694	Spondylodysplastic dysplasia
MONDO:0002522	tenosynovial giant cell tumor
MONDO:0019089	adult acute respiratory distress syndrome
MONDO:0000084	pigmented nodular adrenocortical disease
MONDO:0001687	diabetic cataract
MONDO:0001686	anatomical narrow angle borderline glaucoma
MONDO:0001869	paraurethral gland cancer
MONDO:0001868	primary angle-closure glaucoma
MONDO:0001683	pancreatic mucinous ductal ectasia
MONDO:0001682	diphtheritic peritonitis
MONDO:0001681	diphtheritic cystitis
MONDO:0001680	vaginal Mullerian papilloma
MONDO:0001863	aorta atresia
MONDO:0001862	malignant visceral pleura tumor
MONDO:0001861	malignant parietal pleura tumor
MONDO:0001860	folic acid deficiency anemia
MONDO:0001867	phaeohyphomycosis
MONDO:0001866	bipolar I disorder
MONDO:0001689	hypertrophy of tongue papillae
MONDO:0001864	residual stage angle-closure glaucoma
MONDO:0020228	cataract associated with a metabolic disease
MONDO:0020229	cerebral disease with cataract
MONDO:0020220	Corneoiridogoniodysgenesis
MONDO:0020221	secondary glaucoma due to a proliferation and differentiation anomaly
MONDO:0020222	rare disease with glaucoma as a major feature
MONDO:0020223	lens and zonula anomaly
MONDO:0020224	rare cataract
MONDO:0020225	syndromic cataract
MONDO:0020226	chromosomal anomaly with cataract
MONDO:0020227	systemic disease with cataract
MONDO:0014469	autosomal recessive nonsyndromic deafness 103
MONDO:0014468	congenital myasthenic syndrome 7
MONDO:0008881	Kyphomelic dysplasia
MONDO:0019888	distal trisomy 20q
MONDO:0019889	distal trisomy 22q
MONDO:0014461	hypogonadotropic hypogonadism 22 with or without anosmia
MONDO:0014460	nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome
MONDO:0019886	distal trisomy 13q
MONDO:0014462	focal segmental glomerulosclerosis 8
MONDO:0014465	primary ciliary dyskinesia 30
MONDO:0014464	progressive encephalopathy with leukodystrophy due to DECR deficiency
MONDO:0014467	Charcot-Marie-Tooth disease recessive intermediate D
MONDO:0014466	Neu-Laxova syndrome 2
MONDO:0012852	inflammatory bowel disease 20
MONDO:0012853	progeroid syndrome, Petty type
MONDO:0012850	hypophosphatemic nephrolithiasis/osteoporosis 1
MONDO:0012851	hypophosphatemic nephrolithiasis/osteoporosis 2
MONDO:0012856	Birk-Barel syndrome
MONDO:0012857	POROK5
MONDO:0012854	bilateral microtia-deafness-cleft palate syndrome
MONDO:0012855	Joubert syndrome 8
MONDO:0005137	nutrition disease
MONDO:0012859	autosomal recessive osteopetrosis 7
MONDO:0010917	CCAL1
MONDO:0010568	Aicardi syndrome
MONDO:0010569	X-linked complicated corpus callosum dysgenesis
MONDO:0016359	limited systemic sclerosis
MONDO:0010413	MRX95
MONDO:0010560	cleft palate with or without ankyloglossia, X-linked
MONDO:0010561	Coffin-Lowry syndrome
MONDO:0010562	colonic atresia (disease)
MONDO:0010563	blue cone monochromacy
MONDO:0010564	red-green color blindness
MONDO:0010565	red color blindness
MONDO:0010566	X-linked cone-rod dystrophy 1
MONDO:0010567	cone dystrophy, X-linked, with Tapetal-like sheen
MONDO:0006488	vaginal carcinosarcoma
MONDO:0006489	vaginal melanoma
MONDO:0007075	alacrima, congenital, autosomal dominant
MONDO:0017036	Langerhans cell histiocytosis in childhood and adulthood
MONDO:0006481	ureter carcinoma
MONDO:0006482	ureter small cell carcinoma
MONDO:0010916	polycystic kidney disease 3
MONDO:0006484	usual ductal breast hyperplasia
MONDO:0006485	uterine carcinosarcoma
MONDO:0006486	uveal melanoma
MONDO:0006487	vaginal adenoid cystic carcinoma
MONDO:0007877	LAP
MONDO:0000628	central nervous system organ benign neoplasm
MONDO:0000629	cardiovascular organ benign neoplasm
MONDO:0000626	vestibular gland benign neoplasm
MONDO:0000627	endocrine organ benign neoplasm
MONDO:0000624	female reproductive organ benign neoplasm
MONDO:0000625	male reproductive organ benign neoplasm
MONDO:0000620	breast benign neoplasm
MONDO:0000621	immune system cancer
MONDO:0005131	cervix carcinoma
MONDO:0015313	choanal atresia, bilateral
MONDO:0008421	flat face-microstomia-ear anomaly syndrome
MONDO:0014973	sudden cardiac failure, infantile; SCFI
MONDO:0006664	atrial heart septal defect
MONDO:0006665	atrophic gastritis
MONDO:0006666	atrophy of thyroid
MONDO:0006667	B- and T-cell mixed leukemia
MONDO:0005130	celiac disease
MONDO:0014288	Joubert syndrome 21
MONDO:0006662	aseptic meningitis
MONDO:0006663	asphyxia neonatorum
MONDO:0014285	anemia, congenital dyserythropoietic, type ib
MONDO:0014284	short-rib thoracic dysplasia 10 with or without polydactyly
MONDO:0014287	short-rib thoracic dysplasia 11 with or without polydactyly
MONDO:0014286	neuropathy, hereditary sensory, type 1F
MONDO:0006668	bacterial conjunctivitis
MONDO:0014280	CD3delta deficiency
MONDO:0014283	autosomal dominant nonsyndromic deafness 56
MONDO:0014282	hereditary spastic paraplegia 72
MONDO:0021579	neoplasm of femur
MONDO:0021578	sternal neoplasm
MONDO:0014840	agammaglobulinemia 8, autosomal dominant; AGM8
MONDO:0021573	oocyte maturation defect 2
MONDO:0021571	multiple sclerosis, susceptibility to 1
MONDO:0021570	Hauptmann-Thannhauser muscular dystrophy
MONDO:0021577	malignant mediastinal neural neoplasm
MONDO:0021576	fallopian tube endometrioid tumor
MONDO:0021575	oocyte maturation defect 4
MONDO:0021574	oocyte maturation defect 3
MONDO:0012708	PLSA1
MONDO:0012709	microphthalmia, isolated, with coloboma 5
MONDO:0018029	factor XIII deficiency
MONDO:0018028	tetrasomy 5p
MONDO:0018759	childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome
MONDO:0018758	familial patent arterial duct
MONDO:0018025	chronic actinic dermatitis
MONDO:0018756	euthyroid Graves orbitopathy
MONDO:0018027	duplication/inversion 15q11
MONDO:0012701	cataract 12 multiple types
MONDO:0012706	familial temporal lobe epilepsy 4
MONDO:0018020	mercury poisoning
MONDO:0012704	dilated cardiomyopathy 1X
MONDO:0012705	ETL3
MONDO:0016027	benign neonatal seizures
MONDO:0016026	infant epilepsy with migrant focal crisis
MONDO:0016025	myoclonic-astastic epilepsy
MONDO:0016024	shoulder and thorax deformity-congenital heart disease syndrome
MONDO:0016023	ocular coloboma
MONDO:0016022	early myoclonic encephalopathy
MONDO:0016021	Ohtahara syndrome
MONDO:0016020	frontal encephalocele
MONDO:0016029	esthesioneuroblastoma
MONDO:0016028	erythromelalgia
MONDO:0005132	cytomegalovirus infection
MONDO:0013039	three M syndrome 2
MONDO:0013038	CLOVES syndrome
MONDO:0000153	transposition of the great arteries
MONDO:0013033	cerebral palsy, spastic quadriplegic, 2
MONDO:0013032	epilepsy, idiopathic generalized, susceptibility to, 8
MONDO:0013031	chromosome 5Q14.3 deletion syndrome, distal
MONDO:0013030	dilated cardiomyopathy 1BB
MONDO:0013037	Giacheti syndrome
MONDO:0013036	Zechi-Ceide syndrome
MONDO:0013035	orofaciodigital syndrome XI
MONDO:0010815	spondyloepiphyseal dysplasia tarda with characteristic facies
MONDO:0008268	polydactyly-myopia syndrome
MONDO:0008269	polydactyly of a biphalangeal thumb
MONDO:0018748	linear IgA dermatosis
MONDO:0008266	polydactyly, postaxial, type A1
MONDO:0013618	craniofacial anomalies and anterior segment dysgenesis syndrome
MONDO:0008267	orofaciodigital syndrome V
MONDO:0008264	autosomal dominant medullary cystic kidney disease with or without hyperuricemia
MONDO:0016283	leiomyosarcoma of the cervix uteri
MONDO:0016282	rhabdomyosarcoma of the cervix uteri
MONDO:0016281	46,XX ovotesticular disorder of sex development
MONDO:0008265	isolated polycystic liver disease
MONDO:0016287	adenoid basal carcinoma of the cervix uteri
MONDO:0016286	adenoid cystic carcinoma of the cervix uteri
MONDO:0016285	papillary carcinoma of the cervix uteri
MONDO:0016284	primitive neuroectodermal tumor of the cervix uteri
MONDO:0007942	Mammastatin
MONDO:0016289	malignant germ cell tumor of cervix uteri
MONDO:0016288	glassy cell carcinoma of the cervix uteri
MONDO:0007943	Nager acrofacial dysostosis
MONDO:0021148	female reproductive system neoplasm
MONDO:0007940	malignant hyperthermia, susceptibility to, 3
MONDO:0021142	acquired rippling muscle disease
MONDO:0021143	melanocytic neoplasm
MONDO:0008261	hereditary sclerosing poikiloderma, weary type
MONDO:0021146	headache disorder
MONDO:0021147	disorder of development or morphogenesis
MONDO:0021144	ovarian clear cell tumor
MONDO:0021145	disease of genitourinary system
MONDO:0017488	ulnar hemimelia, bilateral
MONDO:0017489	ulnar hemimelia, unilateral
MONDO:0017486	radial hemimelia, unilateral
MONDO:0017487	radial hemimelia, bilateral
MONDO:0017484	femoral agenesis/hypoplasia, unilateral
MONDO:0017485	femoral agenesis/hypoplasia, bilateral
MONDO:0017482	humeral agenesis/hypoplasia, unilateral
MONDO:0002531	skin benign neoplasm
MONDO:0017480	amelia of lower limb, unilateral
MONDO:0017481	amelia of lower limb, bilateral
MONDO:0009296	glycoprotein storage disease
MONDO:0007025	chancre
MONDO:0021446	benign neoplasm of epiglottis
MONDO:0003030	cervical endometrial stromal sarcoma
MONDO:0020018	cranial malformation
MONDO:0012120	pyruvate dehydrogenase phosphatase deficiency
MONDO:0011556	BCC1
MONDO:0011557	radiation sensitivity/chromosome instability syndrome, autosomal dominant
MONDO:0011886	torsion dystonia 13
MONDO:0018992	IgG4-related thyroid disease
MONDO:0011552	SCZD10
MONDO:0011553	autosomal recessive nonsyndromic deafness 26
MONDO:0011550	fibromatosis, gingival, with hypertrichosis and mental retardation
MONDO:0011883	curly hair-acral keratoderma-caries syndrome
MONDO:0016998	complex chromosomal rearrangement
MONDO:0011888	immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency
MONDO:0011889	Charcot-Marie-Tooth disease type 2I
MONDO:0011558	Usher syndrome type 2C
MONDO:0011559	benign recurrent intrahepatic cholestasis type 2
MONDO:0017734	sialidosis
MONDO:0017735	congenital aortic valve stenosis
MONDO:0017736	disorder of sialic acid metabolism
MONDO:0017737	intermediate severe Salla disease
MONDO:0017730	metachromatic leukodystrophy, adult form
MONDO:0017731	glycoproteinosis
MONDO:0017732	alpha-mannosidosis, infantile form
MONDO:0017733	alpha-mannosidosis, adult form
MONDO:0017629	sodium channelopathy-related small fiber neuropathy
MONDO:0017738	lysosomal glycogen storage disease
MONDO:0017739	disorder of lysosomal-related organelles
MONDO:0007047	punctate palmoplantar keratoderma type III
MONDO:0007046	hereditary papulotranslucent acrokeratoderma
MONDO:0007045	acrofacial dysostosis, Catania type
MONDO:0002564	jejunal neoplasm
MONDO:0007043	Pfeiffer syndrome
MONDO:0007042	Saethre-Chotzen syndrome
MONDO:0002561	lysosomal storage disease
MONDO:0007040	Sakati-Nyhan syndrome
MONDO:0015962	genetic renal tubular disease
MONDO:0010140	isolated thyrotropin-releasing hormone deficiency
MONDO:0008509	distal symphalangism (disease)
MONDO:0017624	familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis
MONDO:0002569	gastric dilatation
MONDO:0007048	acrokeratosis verruciformis
MONDO:0004240	posterior urethra cancer
MONDO:0003745	choroid spindle cell melanoma
MONDO:0003746	ciliary body spindle cell melanoma
MONDO:0003747	telangiectatic glomangioma
MONDO:0004244	central epithelioid sarcoma
MONDO:0003965	Capgras syndrome
MONDO:0009326	congenital heart block
MONDO:0004247	peptic ulcer disease
MONDO:0003968	asynchronous multifocal osteogenic sarcoma
MONDO:0004249	pediatric supratentorial ependymoma
MONDO:0011086	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive
MONDO:0011087	inflammatory bowel disease 2
MONDO:0003748	flying phobia
MONDO:0003749	esophageal disease
MONDO:0003218	adenocarcinoma in situ
MONDO:0003219	gastroesophageal junction adenocarcinoma
MONDO:0011772	B4GALT1-CDG
MONDO:0011773	anauxetic dysplasia 1
MONDO:0011770	AAT2
MONDO:0011771	distal spinal muscular atrophy type 3
MONDO:0011776	CINCA Syndrome
MONDO:0011777	Alzheimer's disease 8
MONDO:0011774	autosomal recessive nonsyndromic deafness 30
MONDO:0011775	nasopharyngeal carcinoma, susceptibility to, 1
MONDO:0011778	multiple epiphyseal dysplasia, Al-Gazali type
MONDO:0017621	congenital sucrase-isomaltase deficiency with starch and lactose intolerance
MONDO:0006813	intradermal nevus
MONDO:0007119	isolated aniridia
MONDO:0007118	isolated anhidrosis with normal sweat glands
MONDO:0021534	carcinoid tumor of rectum
MONDO:0008023	muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome
MONDO:0015050	esophageal duplication cyst
MONDO:0008402	cleft palate-large ears-small head syndrome
MONDO:0000209	spinal muscular atrophy with congenital bone fractures
MONDO:0009939	pulmonic stenosis and congenital nephrosis
MONDO:0016390	familial isolated hypoparathyroidism
MONDO:0009938	pulmonic stenosis (disease)
MONDO:0015545	macrophage activation syndrome
MONDO:0019167	immunoglobulin a vasculitis
MONDO:0007111	ANIB1
MONDO:0019165	central precocious puberty
MONDO:0010978	portal vein, cavernous transformation of
MONDO:0019162	pseudohypoaldosteronism type 2
MONDO:0019161	pseudohypoaldosteronism type 1
MONDO:0019160	primary progressive freezing gait
MONDO:0007113	Angelman syndrome
MONDO:0019169	pyruvate decarboxylase deficiency
MONDO:0019168	pyomyositis
MONDO:0005544	hippocampal sclerosis of aging
MONDO:0008189	papillomatosis, florid, of nipple
MONDO:0008188	papillomatosis, confluent and reticulated
MONDO:0001454	Blessig's cysts
MONDO:0015800	osteosclerosis-developmental delay-craniosynostosis syndrome
MONDO:0009260	GM1 gangliosidosis type 1
MONDO:0008183	annular pancreas
MONDO:0008182	Nasopalpebral lipoma-coloboma syndrome
MONDO:0008181	palmaris Longus muscle, absence of
MONDO:0001455	retinal lattice degeneration
MONDO:0008187	PAND1
MONDO:0000066	mitochondrial complex deficiency
MONDO:0008185	hereditary chronic pancreatitis
MONDO:0007114	Angel-shaped phalango-epiphyseal dysplasia
MONDO:0009931	pulmonary atresia-intact ventricular septum syndrome
MONDO:0005547	desmoplastic medulloblastoma
MONDO:0007117	angioedema, hereditary, type 1/2
MONDO:0010972	hydrocephalus-costovertebral dysplasia-sprengel anomaly syndrome
MONDO:0000060	microcephalic osteodysplastic primordial dwarfism
MONDO:0007116	hereditary neurocutaneous malformation
MONDO:0009685	Miyoshi myopathy
MONDO:0015863	polyembryoma
MONDO:0016392	cerebellar hypoplasia-tapetoretinal degeneration syndrome
MONDO:0009684	muscular hypertonia, lethal
MONDO:0015801	hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation
MONDO:0000062	isolated microphthalmia
MONDO:0013795	fibrochondrogenesis 2
MONDO:0009683	autosomal recessive limb-girdle muscular dystrophy type 2H
MONDO:0005543	autoimmune hepatitis type 1
MONDO:0009516	absence deformity of leg-cataract syndrome
MONDO:0010976	KRT14-related epidermolysis bullosa simplex
MONDO:0005113	bacterial infectious disease
MONDO:0000432	lymphoplasmacytic lymphoma
MONDO:0005111	Epstein-Barr virus infection
MONDO:0000430	mature T-cell and NK-cell lymphoma
MONDO:0000437	cerebellar ataxia
MONDO:0010975	arrhythmogenic right ventricular dysplasia 2
MONDO:0005115	temporal lobe epilepsy
MONDO:0009026	Costello syndrome
MONDO:0005119	anthrax disease
MONDO:0000438	ataxia with oculomotor apraxia type 2
MONDO:0009025	apparent mineralocorticoid excess
MONDO:0013616	pigmented nodular adrenocortical disease, primary, 3
MONDO:0016395	foveal hypoplasia-presenile cataract syndrome
MONDO:0008451	distal hereditary motor neuropathy type 1
MONDO:0008450	spinal arachnoiditis
MONDO:0008453	adult-onset proximal spinal muscular atrophy, autosomal dominant
MONDO:0009024	cortical blindness-intellectual disability-polydactyly syndrome
MONDO:0008455	spinal muscular atrophy, segmental
MONDO:0008454	spinal intradural arachnoid cysts
MONDO:0008457	spinocerebellar ataxia type 6
MONDO:0008456	spinocerebellar ataxia with rigidity and peripheral neuropathy
MONDO:0008459	spinocerebellar atrophy with pupillary paralysis
MONDO:0008458	spinocerebellar ataxia type 2
MONDO:0009022	corpus callosum, agenesis of
MONDO:0015707	DNA repair defect other than combined T-cell and B-cell immunodeficiencies
MONDO:0015254	schistosomiasis
MONDO:0015705	autosomal recessive centronuclear myopathy
MONDO:0015704	familial scaphocephaly syndrome
MONDO:0015703	T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta
MONDO:0015702	CD45 deficiency
MONDO:0015253	Diamond-Blackfan anemia
MONDO:0015700	immunodeficiency due to a late component of complement deficiency
MONDO:0004012	adult botryoid rhabdomyosarcoma
MONDO:0015259	brachydactyly-mesomelia-intellectual disability-heart defects syndrome
MONDO:0015709	immunodeficiency syndrome with autoimmunity
MONDO:0015708	Immuno-osseous dysplasia
MONDO:0014076	dyskeratosis congenita, autosomal recessive 5
MONDO:0014077	cobblestone lissencephaly without muscular or ocular involvement
MONDO:0014074	Charcot-Marie-Tooth disease dominant intermediate F
MONDO:0014075	cataract 39 multiple types
MONDO:0014072	d,L-2-hydroxyglutaric aciduria
MONDO:0014073	dilated cardiomyopathy 1II
MONDO:0005379	neurotic disorder
MONDO:0014071	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 11
MONDO:0005377	nephrotic syndrome
MONDO:0005376	membranous glomerulonephritis
MONDO:0005375	nasopharyngeal neoplasm
MONDO:0005374	bone marrow cancer
MONDO:0005373	meningococcal infection
MONDO:0005372	male infertility
MONDO:0014078	platelet-type bleeding disorder 15
MONDO:0014079	RLS8
MONDO:0012711	peripapillary atrophy, beta type
MONDO:0008538	temporal arteritis
MONDO:0008532	teeth present at birth (disease)
MONDO:0008533	teeth, supernumerary
MONDO:0008530	teeth, odd shapes of
MONDO:0008531	T-complex locus TCP10B
MONDO:0008536	temperature-Sensitive lethal mutation
MONDO:0008537	telecanthus
MONDO:0008534	generalized essential telangiectasia
MONDO:0015544	acquired hemophagocytic lymphohistiocytosis associated with malignant disease
MONDO:0018560	anterior urethral valve
MONDO:0018561	precocious puberty in female
MONDO:0018562	genetic otorhinolaryngological malformation
MONDO:0018563	adactyly of foot
MONDO:0018564	3p25.3 microdeletion syndrome
MONDO:0018565	congenital urachal anomaly
MONDO:0018566	short stature-advanced bone age-early-onset osteoarthritis syndrome
MONDO:0018567	autosomal dominant Charcot-Marie-tooth disease type 2 due to TFG mutation
MONDO:0018568	COG2-CDG
MONDO:0018569	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome
MONDO:0008101	familial supernumerary nipples
MONDO:0008100	nipples inverted
MONDO:0014961	spermatogenic failure 16; SPGF16
MONDO:0010420	X-linked erythropoietic protoporphyria
MONDO:0007627	focal facial dermal dysplasia type I
MONDO:0007334	autosomal dominant popliteal pterygium syndrome
MONDO:0014612	pulmonary fibrosis and/or bone marrow failure, Telomere-related, 4
MONDO:0014613	pulmonary fibrosis and/or bone marrow failure, Telomere-related, 3
MONDO:0014610	lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome
MONDO:0014611	multiple mitochondrial dysfunctions syndrome 4
MONDO:0014616	Skint1-like Pseudogene
MONDO:0016299	holoprosencephaly-caudal dysgenesis syndrome
MONDO:0014614	congenital stationary night blindness 1G
MONDO:0014615	trichothiodystrophy 2, photosensitive
MONDO:0018335	deep dermatophytosis
MONDO:0014618	retinitis pigmentosa 71
MONDO:0007336	isolated cleft palate
MONDO:0005079	polyp
MONDO:0016467	isotretinoin syndrome
MONDO:0016019	Rasmussen subacute encephalitis
MONDO:0014962	mental retardation, autosomal recessive 57; MRT57
MONDO:0011835	sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome
MONDO:0016466	asbestosis
MONDO:0011958	bile and pancreatic ducts, complete absence of
MONDO:0015806	adult intestinal botulism
MONDO:0014353	PGM3-CDG
MONDO:0007629	fragile site 10Q23
MONDO:0016743	tumor of meninges
MONDO:0007628	foveal hypoplasia 1
MONDO:0015468	craniosynostosis-cataract syndrome
MONDO:0006879	optic papillitis
MONDO:0006878	opportunistic Moraxellaceae infectious disease
MONDO:0014963	Shashi-Pena syndrome; SHAPNS
MONDO:0010109	tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities
MONDO:0008572	tibia, hypoplasia or aplasia of, with polydactyly
MONDO:0015675	Distomatosis
MONDO:0016013	fetal methylmercury syndrome
MONDO:0006871	non-gestational choriocarcinoma
MONDO:0006873	nutritional deficiency disease
MONDO:0006872	nut allergy
MONDO:0006875	ocular hypertension
MONDO:0006874	obstructive jaundice
MONDO:0006877	oophoritis
MONDO:0006876	ocular tuberculosis
MONDO:0009518	leprosy, susceptibility to, 3
MONDO:0000090	progressive external ophthalmoplegia with mitochondrial DNA deletions
MONDO:0001478	anisometropia
MONDO:0001479	cutaneous diphtheria
MONDO:0011837	vitamin K-dependent clotting factors, combined deficiency of, type 2
MONDO:0017250	congenital pulmonary airway malformation type 2
MONDO:0017257	idiopathic posterior uveitis
MONDO:0017256	idiopathic anterior uveitis
MONDO:0017255	panuveitis (disease)
MONDO:0015463	craniodigital syndrome-intellectual disability syndrome
MONDO:0001470	anal margin squamous cell carcinoma
MONDO:0001471	histoplasmosis meningitis
MONDO:0001472	testicular lymphoma
MONDO:0001473	medulloadrenal hyperfunction
MONDO:0001474	chronic salpingo-oophoritis
MONDO:0001475	neutropenia
MONDO:0001476	coloboma
MONDO:0016294	Hirschsprung disease-type D brachydactyly syndrome
MONDO:0009665	biotinidase deficiency
MONDO:0012531	xeroderma pigmentosum group B
MONDO:0010913	Caroli disease
MONDO:0009666	holocarboxylase synthetase deficiency
MONDO:0010915	autosomal dominant nonsyndromic deafness 4A
MONDO:0008039	tropical spastic paraparesis
MONDO:0009911	prolactin deficiency, isolated
MONDO:0009662	Sly syndrome
MONDO:0010919	varicella, severe recurrent
MONDO:0010918	EIG
MONDO:0006818	keratoconjunctivitis sicca
MONDO:0000093	schistosoma mansoni infection, susceptibility
MONDO:0009669	Werdnig-Hoffmann disease
MONDO:0012533	AUTS7
MONDO:0009919	peroxisomal acyl-CoA oxidase deficiency
MONDO:0015467	craniosynostosis, Philadelphia type
MONDO:0012020	chromosome 22q11.2 microduplication syndrome
MONDO:0015809	localized pagetoid reticulosis
MONDO:0015464	craniofrontonasal dysplasia-Poland anomaly syndrome
MONDO:0003334	demyelinating polyneuropathy
MONDO:0012027	AIS2
MONDO:0016338	non-familial dilated cardiomyopathy
MONDO:0010105	teratoma, pineal
MONDO:0016295	neuronal ceroid lipofuscinosis
MONDO:0019706	lysosomal storage disease with skeletal involvement
MONDO:0012049	orofaciodigital syndrome VII
MONDO:0012048	endogenous depression
MONDO:0012537	SHFLD2
MONDO:0012519	Rubinstein-Taybi syndrome due to 16p13.3 microdeletion
MONDO:0012518	congenital myasthenic syndrome 12
MONDO:0012517	atypical Gaucher's disease due to saposin c deficiency
MONDO:0012040	inflammatory bowel disease 9
MONDO:0012043	Reis-Bucklers corneal dystrophy
MONDO:0012514	hypomyelinating leukodystrophy 5
MONDO:0012513	maturity-onset diabetes of the young type 7
MONDO:0013457	Leber congenital amaurosis 15
MONDO:0019767	Hamel cerebro-palato-cardiac syndrome
MONDO:0019766	X-linked intellectual disability, Porteous type
MONDO:0017019	interstitial lung disease specific to infancy
MONDO:0014488	diabetes mellitus, Noninsulin-dependent, 5
MONDO:0019835	primary hypophysitis
MONDO:0017018	isolated pulmonary capillaritis
MONDO:0016337	syndrome associated with dilated cardiomyopathy
MONDO:0014331	Moyamoya disease with early-onset achalasia
MONDO:0019709	cleidocranial dysplasia and isolated cranial ossification defect
MONDO:0015927	idiopathic eosinophilic pneumonia
MONDO:0013102	BCC3
MONDO:0020156	syndromic ankyloblepharon
MONDO:0020157	syndromic palpebral coloboma
MONDO:0020154	Microblepharon-ablephara syndrome
MONDO:0019708	primary bone dysplasia with disorganized development of skeletal components
MONDO:0020152	eyelid malformation
MONDO:0019828	pituitary stalk interruption syndrome
MONDO:0020150	rare palpebral, lacrimal system and conjunctival disease
MONDO:0020151	rare palpebral disease
MONDO:0006295	urinary system cancer
MONDO:0006297	maxillary sinus adenoid cystic carcinoma
MONDO:0019829	congenital anomaly of superior vena cava
MONDO:0011830	lissencephaly due to LIS1 mutation
MONDO:0006290	malignant germ cell tumor
MONDO:0020158	eyelids malposition disorder
MONDO:0006292	malignant mesothelioma
MONDO:0019826	abnormal origin or aberrant course of coronary artery
MONDO:0002696	Sertoli cell tumor
MONDO:0017175	Machado-Joseph disease type 2
MONDO:0016336	fatty acid oxidation and ketogenesis disorder with dilated cardiomyopathy
MONDO:0003946	vaginal villous adenoma
MONDO:0020509	secondary syringomyelia
MONDO:0014481	inflammatory skin and bowel disease, neonatal, 2
MONDO:0019825	congenital coronary artery aneurysm
MONDO:0014339	autosomal recessive spinocerebellar ataxia 16
MONDO:0011833	spinocerebellar ataxia type 21
MONDO:0014486	mental retardation, autosomal dominant 30
MONDO:0020488	atypical progressive supranuclear palsy syndrome
MONDO:0014485	pontocerebellar hypoplasia, type 1C
MONDO:0020484	rare familial disorder with hypertrophic cardiomyopathy
MONDO:0020485	king-Denborough syndrome
MONDO:0020486	typhoid
MONDO:0020487	Pontiac fever
MONDO:0020480	sulfite oxidase deficiency due to molybdenum cofactor deficiency
MONDO:0020481	myotonia fluctuans
MONDO:0020482	myotonia permanens
MONDO:0020483	Acetazolamide-responsive myotonia
MONDO:0010322	MRX2
MONDO:0006128	central nervous system anaplastic large cell lymphoma
MONDO:0014969	isolated sedoheptulokinase deficiency
MONDO:0010323	Atkin-Flaitz syndrome
MONDO:0006123	cardiac rhabdomyoma (disease)
MONDO:0019119	muscular channelopathy
MONDO:0006121	calcifying fibrous tumor
MONDO:0006120	C-cell hyperplasia
MONDO:0014887	bone marrow failure syndrome 3; BMFS3
MONDO:0002698	testicular gonadoblastoma
MONDO:0016334	neuromuscular disease with dilated cardiomyopathy
MONDO:0010321	autism, susceptibility to, X-linked 1
MONDO:0021079	childhood neoplasm
MONDO:0021472	benign neoplasm of scrotum
MONDO:0015924	pulmonary arterial hypertension
MONDO:0010326	mental retardation, X-linked 46
MONDO:0016765	19p13.12 microdeletion syndrome
MONDO:0009180	junctional epidermolysis bullosa, non-Herlitz type
MONDO:0015509	genetic biliary tract disease
MONDO:0002978	orbit alveolar rhabdomyosarcoma
MONDO:0002979	papillary squamous carcinoma
MONDO:0009181	epidermolysis bullosa simplex with muscular dystrophy
MONDO:0007454	type 1 diabetes mellitus 2
MONDO:0002975	malignant breast melanoma
MONDO:0002976	stomach diverticulosis
MONDO:0002977	autoimmune disease of the nervous system
MONDO:0007450	neurohypophyseal diabetes insipidus
MONDO:0002971	amelanotic melanoma
