drugbank_id	name	type	groups	atc_codes	categories	inchikey	inchi	inchikeys	synonyms	unii	uniis	external_identifiers	extra_names	brands	molecular_forula	molecular_formular_experimental	gene_sequence	amino_acid_sequence	sequence	description
DB10619	Northern pike	biotech	['approved']	[]	[]			[]	[]	5JKY494U4L	[]	[]	[]	[]						Northern pike allergenic extract is used in allergenic testing.
DB10620	Red snapper	biotech	['approved']	[]	[]			[]	[]	WF621S7K14	[]	[]	[]	[]						Red snapper allergenic extract is used in allergenic testing.
DB10621	Atlantic salmon	biotech	['approved']	[]	[]			[]	[]	7062I37LB3	[]	[]	[]	[]						Atlantic salmon allergenic extract is used in allergenic testing.
DB10622	European pilchard	biotech	['approved']	[]	[]			[]	['sardine allergenic extract']	76780GX08D	[]	[]	[]	[]						European pilchard allergenic extract is used in allergenic testing.
DB10623	Scallop	biotech	['approved']	[]	[]			[]	[]	D380C73WOU	[]	[]	[]	[]						Scallop allergenic extract is used in allergenic testing.
DB10624	Smelt	biotech	['approved']	[]	[]			[]	[]	9VVF5SCM9I	[]	[]	[]	[]						Smelt allergenic extract is used in allergenic testing.
DB10625	Swordfish	biotech	['approved']	[]	[]			[]	[]	01695YPV36	[]	[]	[]	[]						Swordfish allergenic extract is used in allergenic testing.
DB10626	Trout	biotech	['approved']	[]	[]			[]	[]	7TI7U5PF2U	[]	[]	[]	[]						Trout allergenic extract is used in allergenic testing.
DB10627	White fish	biotech	['approved']	[]	[]			[]	White fish allergenic extract|Whitefish	IA4C8ND0DT	[]	[]	[]	[]						White fish allergenic extract is used in allergenic testing.
DB10628	Blackberry	biotech	['approved']	[]	[]			[]	['Blackberry Flavor']	8A6OMU3I8L	[]	[]	[]	[]						Blackberry allergenic extract is used in allergenic testing.
DB10629	Blueberry	biotech	['approved']	[]	[]			[]	Blue ridge blueberry|blueberry allergenic extract	NXH9EU7QU9	[]	[]	[]	[]						Blueberry allergenic extract is used in allergenic testing.
DB10630	Sour cherry	biotech	['approved']	[]	[]			[]	[]	1L29G6428X	[]	[]	[]	[]						Sour cherry allergenic extract is used in allergenic testing.
DB10631	Cranberry	biotech	['approved']	[]	[]			[]	[]	0MVO31Q3QS	[]	[]	[]	[]						Cranberry allergenic extract is used in allergenic testing.
DB10632	Date	biotech	['approved']	[]	[]			[]	[]		[]	[]	[]	[]						Date allergenic extract is used in allergenic testing.
DB10633	Fig	biotech	['approved']	[]	[]			[]	[]		[]	['Drugs Product Database (DPD):7026']	[]	[]						Fig allergenic extract is used in allergenic testing.
DB10634	Wine grape	biotech	['approved']	[]	[]			[]	[]	3GOV20705G	[]	[]	[]	[]						Wine grape allergenic extract is used in allergenic testing.
DB10635	Lime (citrus)	biotech	['approved']	[]	[]			[]	['lime allergenic extract']	8CZS546954	[]	[]	[]	[]						Lime (citrus) allergenic extract is used in allergenic testing.
DB10636	Raspberry	biotech	['approved']	[]	[]			[]	[]	4N14V5R27W	[]	[]	[]	[]						Raspberry allergenic extract is used in allergenic testing.
DB10637	Tangerine	biotech	['approved']	[]	[]			[]	[]	KH3E3096OO	[]	[]	[]	[]						Tangerine allergenic extract is used in allergenic testing.
DB10638	Artichoke	biotech	['approved']	[]	[]			[]	[]	4F3W47PLBE	[]	[]	[]	[]						Artichoke allergenic extract is used in allergenic testing.
DB10639	Kidney bean	biotech	['approved']	[]	[]			[]	[]	M98C8416QO	[]	[]	[]	[]						Kidney bean allergenic extract is used in allergenic testing.
DB10640	Beet	biotech	['approved']	[]	[]			[]	['sugar beet allergenic extract']		[]	['Drugs Product Database (DPD):10082']	[]	[]						Beet allergenic extract is used in allergenic testing.
DB10641	Kiwi fruit	biotech	['approved']	[]	[]			[]	[]	71ES77LGJC	[]	[]	[]	[]						Kiwi fruit allergenic extract is used in allergenic testing.
DB10642	Brussels sprout	biotech	['approved']	[]	[]			[]	[]	KHX46H31F8	[]	[]	[]	[]						Brussels sprout allergenic extract is used in allergenic testing.
DB10643	Cauliflower	biotech	['approved']	[]	[]			[]	[]	138LUT2DWV	[]	[]	[]	[]						Cauliflower allergenic extract is used in allergenic testing.
DB10644	Eggplant	biotech	['approved']	[]	[]			[]	[]	W5K7RAS4VK	[]	[]	[]	[]						Eggplant allergenic extract is used in allergenic testing.
DB10645	Lentil	biotech	['approved']	[]	[]			[]	['lentil seed extract']	6O38V6B52O	[]	[]	[]	[]						Lentil allergenic extract is used in allergenic testing.
DB10646	Green olive	biotech	['approved']	[]	[]			[]	[]	6HD2W46UEG	[]	[]	[]	[]						Green olive allergenic extract is used in allergenic testing.
DB10647	Parsley	biotech	['approved']	[]	[]			[]	[]	58FMD0Q0EV	[]	['Drugs Product Database (DPD):6654']	[]	[]						Parsley allergenic extract is used in allergenic testing.
DB10648	Sweet potato	biotech	['approved']	[]	[]			[]	[]	M9WGG9Z9GK	[]	[]	[]	[]						Sweet potato allergenic extract is used in allergenic testing.
DB10650	Raphanus sativus	biotech	['approved']	[]	[]			[]	['Raphanus sativa extract']		[]	[]	[]	[]						Radish allergenic extract is used in allergenic testing.
DB10651	Rhubarb	biotech	['approved']	[]	[]			[]	[]	G280W4MW6E	[]	['Drugs Product Database (DPD):8808']	[]	[]						Rhubarb allergenic extract is used in allergenic testing.
DB10652	Turnip	biotech	['approved']	[]	[]			[]	[]	Z38C7FBM49	[]	['Drugs Product Database (DPD):5270']	[]	[]						Turnip allergenic extract is used in allergenic testing.
DB10653	Cashew	biotech	['approved']	[]	[]			[]	['cashew nut allergenic extract']	3H5U5CX7KO	[]	[]	[]	[]						Cashew allergenic extract is used in allergenic testing.
DB10654	Hazelnut	biotech	['approved']	[]	[]			[]	['Hazelnut, unspecified']	IW0OM96F6O	[]	[]	[]	[]						Hazelnut allergenic extract is used in allergenic testing.
DB10655	Macadamia nut	biotech	['approved']	[]	[]			[]	[]	Y5432RGW8N	[]	[]	[]	[]						Macadamia nut allergenic extract is used in allergenic testing.
DB10656	Nectarine	biotech	['approved']	[]	[]			[]	[]	65KD9TD4C3	[]	[]	[]	[]						Nectarine allergenic extract is used in allergenic testing.
DB10657	Mango	biotech	['approved']	[]	[]			[]	[]	I629I3NR86	[]	['Drugs Product Database (DPD):2352']	[]	[]						Mango allergenic extract is used in allergenic testing.
DB10658	Papaya	biotech	['approved']	[]	[]			[]	[]	KU94FIY6JB	[]	['Drugs Product Database (DPD):3804']	[]	[]						Papaya allergenic extract is used in allergenic testing.
DB10659	Leek	biotech	['approved']	[]	[]			[]	[]		[]	[]	[]	[]						Leek allergenic extract is used in allergenic testing.
DB10660	Okra	biotech	['approved']	[]	[]			[]	[]		[]	['Drugs Product Database (DPD):9837']	[]	[]						Okra allergenic extract is used in allergenic testing.
DB10661	Parsnip	biotech	['approved']	[]	[]			[]	[]	L2V28YP49S	[]	[]	[]	[]						Parsnip allergenic extract is used in allergenic testing.
DB10662	Chickpea	biotech	['approved']	[]	[]			[]	[]	N91637DNW9	[]	[]	[]	[]						Chickpea allergenic extract is used in allergenic testing.
DB10663	Black-eyed pea	biotech	['approved']	[]	[]			[]	[]	786YV7B602	[]	[]	[]	[]						Black-eyed pea allergenic extract is used in allergenic testing.
DB10664	Watercress	biotech	['approved']	[]	[]			[]	[]	K5877MW0LE	[]	[]	[]	[]						Watercress allergenic extract is used in allergenic testing.
DB10666	Arabica coffee bean	biotech	['approved']	[]	[]			[]	[]	3SW678MX72	[]	[]	[]	[]						Arabica coffee bean allergenic extract is used in allergenic testing.
DB10667	Tragacanth	biotech	['approved']	[]	Biological Products|Biomedical and Dental Materials|Biopolymers|Carbohydrates|Chemical Actions and Uses|Complex Mixtures|Drug Delivery Systems|Drug Therapy|Excipients|Macromolecular Substances|Manufactured Materials|Pharmaceutic Aids|Pharmaceutical Preparations|Pharmaceutical Vehicles|Plant Exudates|Plant Gums|Polymers|Polysaccharides|Specialty Uses of Chemicals|Technology, Industry, and Agriculture|Therapeutics			[]	[]	2944357O2O	[]	[]	[]	[]						Tragacanth allergenic extract is used in allergenic testing.
DB10669	Allspice	biotech	['approved']	[]	[]			[]	[]	I5GZG55B36	[]	[]	[]	[]						Allspice allergenic extract is used in allergenic testing.
DB10670	Laurus nobilis	biotech	['approved']	[]	[]			[]	['bay leaf allergenic extract']	WS0Y3M85RF	[]	[]	[]	[]						Laurus nobilis allergenic extract is used in allergenic testing.
DB10671	Caraway seed	biotech	['approved']	[]	[]			[]	['Caraway']	W2FH8O2BBE	[]	[]	[]	[]						Caraway seed allergenic extract is used in allergenic testing.
DB10672	Clove	biotech	['approved']	[]	[]			[]	[]	K48IKT5321	[]	[]	[]	[]						Clove allergenic extract is used in allergenic testing.
DB10673	Dill	biotech	['approved']	[]	[]			[]	[]		[]	['Drugs Product Database (DPD):9873']	[]	[]						Dill allergenic extract is used in allergenic testing.
DB10674	Horseradish	biotech	['approved']	[]	[]			[]	[]	8DS6G120HJ	[]	[]	[]	[]						Horseradish allergenic extract is used in allergenic testing.
DB10675	Licorice	biotech	['approved']	[]	[]			[]	[]	61ZBX54883	[]	[]	[]	[]						Licorice allergenic extract is used in allergenic testing.
DB10676	Nutmeg	biotech	['approved']	[]	[]			[]	[]	AEE24M3MQ9	[]	['Drugs Product Database (DPD):6919']	[]	[]						Nutmeg allergenic extract is used in allergenic testing.
DB10677	Oregano	biotech	['approved']	[]	[]			[]	[]	0E5AT8T16U	[]	[]	[]	[]						Oregano allergenic extract is used in allergenic testing.
DB10678	Paprika	biotech	['approved']	[]	[]			[]	[]	X72Z47861V	[]	[]	[]	[]						Paprika allergenic extract is used in allergenic testing.
DB10679	White pepper	biotech	['approved']	[]	[]			[]	[]	M29DW54Q9E	[]	[]	[]	[]						White pepper allergenic extract is used in allergenic testing.
DB10681	Poppy seed	biotech	['approved']	[]	[]			[]	[]	60RO23IR87	[]	[]	[]	[]						Poppy seed allergenic extract is used in allergenic testing.
DB10683	Spearmint	biotech	['approved']	[]	[]			[]	[]	J7I2T6IV1N	[]	['Drugs Product Database (DPD):10172']	[]	[]						Spearmint allergenic extract is used in allergenic testing.
DB10685	Wheat bran	biotech	['approved']	[]	[]			[]	[]	6L966A1IMR	[]	[]	[]	[]						Wheat bran allergenic extract is used in allergenic testing.
DB10686	American chestnut	biotech	['approved']	[]	[]			[]	[]	0XH1TH76XZ	[]	[]	[]	[]						American chestnut allergenic extract is used in allergenic testing.
DB10687	Hops	biotech	['approved']	[]	[]			[]	[]		[]	['Drugs Product Database (DPD):6645']	[]	[]						Hops allergenic extract is used in allergenic testing.
DB10688	Musca domestica	biotech	['approved']	[]	[]			[]	['house fly allergenic extract']	PV7823W303	[]	[]	[]	[]						Housefly allergenic extract is used in allergenic testing.
DB10690	Ctenocephalides canis	biotech	['approved']	[]	[]			[]	['dog flea allergenic extract']	LN7IM9RDEA	[]	[]	[]	[]						Dog flea allergenic extract is used in allergenic testing.
DB10691	Aedes taeniorhynchus	biotech	['approved']	[]	[]			[]	['mosquito allergenic extract']	BN2DNW66IQ	[]	[]	[]	[]						Aedes taeniorhynchus allergenic extract is used in allergenic testing.
DB10693	Ctenocephalides felis	biotech	['approved']	[]	[]			[]	['cat flea allergenic extract']	5X9Y89ENI9	[]	[]	[]	[]						Cat flea allergenic extract is used in allergenic testing.
DB10694	Aspergillus flavus	biotech	['approved']	[]	[]			[]	[]	3J888Y9L13	[]	[]	[]	[]						Aspergillus flavus is a fungus which can provoke allergic reactions. Aspergillus flavus extract is used in allergenic testing.
DB10695	Eurotium herbariorum	biotech	['approved']	[]	[]			[]	[]	49W168AES4	[]	[]	[]	[]						Eurotium herbariorum is a fungus which can provoke allergic reactions. Eurotium herbariorum extract is used in allergenic testing.
DB10696	Trichothecium roseum	biotech	['approved']	[]	[]			[]	[]	TGO054E31O	[]	[]	[]	[]						Trichothecium roseum is a fungus which can provoke allergic reactions. Trichothecium roseum extract is used in allergenic testing.
DB10697	Curvularia inaequalis	biotech	['approved']	[]	[]			[]	['Curvularia inequalis allergenic extract']	W042YAB8JC	[]	[]	[]	[]						Curvularia inaequalis is a fungus which can provoke allergic reactions. Curvularia inaequalis extract is used in allergenic testing.
DB10698	Fusarium compactum	biotech	['approved']	[]	[]			[]	[]	V4OQR60A5P	[]	[]	[]	[]						Fusarium compactum is a fungus which can provoke allergic reactions. Fusarium compactum extract is used in allergenic testing.
DB10699	Geotrichum candidum	biotech	['approved']	[]	[]			[]	[]	5964J742O8	[]	[]	[]	[]						Geotrichum candidum is a fungus which can provoke allergic reactions. Geotrichum candidum extract is used in allergenic testing.
DB10700	Phoma glomerata	biotech	['approved']	[]	[]			[]	[]	UPX000VMIF	[]	[]	[]	[]						Phoma glomerata is a fungus which can provoke allergic reactions. Phoma glomerata extract is used in allergenic testing.
DB10701	Rhodotorula mucilaginosa	biotech	['approved']	[]	[]			[]	[]	62TY3X4N9Z	[]	[]	[]	[]						Rhodotorula mucilaginosa is a fungus which can provoke allergic reactions. Rhodotorula mucilaginosa is used in allergenic testing.
DB10702	Stemphylium sarciniforme	biotech	['approved']	[]	[]			[]	[]	XQ14H1462M	[]	[]	[]	[]						Stemphylium sarciniforme is a fungus which can provoke allergic reactions. Stemphylium sarciniforme extract is used in allergenic testing.
DB10703	Trichoderma harzianum	biotech	['approved']	[]	[]			[]	[]	CA33Q4013Q	[]	[]	[]	[]						Trichoderma harzianum is a fungus which can provoke allergic reactions. Trichoderma harzianum extract is used in allergenic testing.
DB10704	Ustilago avenae	biotech	['approved']	[]	[]			[]	['oat smut allergenic extract']	YIH315U1TU	[]	[]	[]	[]						Ustilago avenae is a fungus which can provoke allergic reactions. Ustilago avenae extract is used in allergenic testing.
DB10706	Puccinia graminis	biotech	['approved']	[]	[]			[]	['wheat stem rust extract']	O0HJ02QBWN	[]	[]	[]	[]						Puccinia graminis is a fungus which can provoke allergic reactions. Puccinia graminis extract is used in allergenic testing.
DB10707	Cotton	biotech	['approved']	[]	[]			[]	['Cotton fiber']	70LDW53ROO	[]	[]	[]	[]						Cotton allergenic extract is used in allergenic testing.
DB10708	Flax seed	biotech	['approved']	[]	[]			[]	flaxseed allergenic extract|Flaxseed extract	4110YT348C	[]	[]	[]	[]						Flax seed allergenic extract is used in allergenic testing.
DB10710	Tobacco leaf	biotech	['approved']	[]	[]			[]	[]	6YR2608RSU	[]	[]	[]	[]						Tobacco leaf allergenic extract is used in allergenic testing.
DB10711	Corcorus capsularis fiber	biotech	['approved']	[]	[]			[]	['jute fiber extract']	TVA75O7S63	[]	[]	[]	[]						Corcorus capsularis fiber is used in allergenic testing.
DB10712	Agave sisalana fiber	biotech	['approved']	[]	[]			[]	['sisal fiber extract']	MRJ91HVV4H	[]	[]	[]	[]						Agave sisalana fiber is used in allergenic testing.
DB10713	Poa compressa pollen	biotech	['approved']	[]	[]			[]	['Canadian bluegrass pollen extract']	50HCQ1NYV5	[]	[]	[]	[]						Poa compressa pollen is the pollen of the Poa compressa plant. Poa compressa pollen is mainly used in allergenic testing.
DB10714	Phalaris arundinacea pollen	biotech	['approved']	[]	[]			[]	['canary grass pollen extract']	FAY1Y90VJ9	[]	[]	[]	[]						Phalaris arundinacea pollen is the pollen of the Phalaris arundinacea plant. Phalaris arundinacea pollen is mainly used in allergenic testing.
DB10715	Bouteloua gracilis pollen	biotech	['approved']	[]	[]			[]	['grama grass pollen extract']	2XO08315X1	[]	[]	[]	[]						Bouteloua gracilis pollen is the pollen of the Bouteloua gracilis plant. Bouteloua gracilis pollen is mainly used in allergenic testing.
DB10716	Urochloa mutica pollen	biotech	['approved']	[]	[]			[]	['para grass pollen extract']	3ZO9YGZ8ZJ	[]	[]	[]	[]						Urochloa mutica pollen is the pollen of the Urochloa mutica plant. Urochloa mutica pollen is mainly used in allergenic testing.
DB10717	Secale cereale pollen	biotech	['approved']	[]	[]			[]	['cultivated rye grass pollen extract']	I6KAZ8AO1O	[]	[]	[]	[]						Secale cereale pollen is the pollen of the Secale cereale plant. Secale cereale pollen is mainly used in allergenic testing.
DB10718	Leymus condensatus pollen	biotech	['approved']	[]	[]			[]	['giant wild rye pollen extract']	257GC6QO0Q	[]	[]	[]	[]						Leymus condensatus pollen is the pollen of the Leymus condensatus plant. Leymus condensatus pollen is mainly used in allergenic testing.
DB10719	Pascopyrum smithii pollen	biotech	['approved']	[]	[]			[]	Western wheatgrass|Western wheatgrass pollen extract	6AU0ZD8T1O	[]	[]	[]	[]						Pascopyrum smithii pollen is the pollen of the Pascopyrum smithii plant. Pascopyrum smithii pollen is mainly used in allergenic testing.
DB10720	Acacia baileyana pollen	biotech	['approved']	[]	[]			[]	['Cootamundra wattle pollen extract']	59WAV8G5X5	[]	[]	[]	[]						Acacia baileyana pollen is the pollen of the Acacia baileyana plant. Acacia baileyana pollen is mainly used in allergenic testing.
DB10721	Alnus rubra pollen	biotech	['approved']	[]	[]			[]	['red alder pollen extract']	Z0F2YK1B7H	[]	[]	[]	[]						Alnus rubra pollen is the pollen of the Alnus rubra plant. Alnus rubra pollen is mainly used in allergenic testing.
DB10722	Alnus rhombifolia pollen	biotech	['approved']	[]	[]			[]	['white alder pollen extract']	7X8HL8GRTM	[]	[]	[]	[]						Alnus rhombifolia pollen is the pollen of the Alnus rhombifolia plant. Alnus rhombifolia pollen is mainly used in allergenic testing.
DB10723	Fraxinus latifolia pollen	biotech	['approved']	[]	[]			[]	['Oregon ash pollen extract']	1FH355G8HF	[]	[]	[]	[]						Fraxinus latifolia pollen is the pollen of the Fraxinus latifolia plant. Fraxinus latifolia pollen is mainly used in allergenic testing.
DB10724	Betula populifolia pollen	biotech	['approved']	[]	[]			[]	['gray birch pollen extract']	23H70FYJ5U	[]	[]	[]	[]						Betula populifolia pollen is the pollen of the Betula populifolia plant. Betula populifolia pollen is mainly used in allergenic testing.
DB10725	Tamarix gallica pollen	biotech	['approved']	[]	[]			[]	['salt cedar pollen extract']	43IR7KR479	[]	[]	[]	[]						Tamarix gallica pollen is the pollen of the Tamarix gallica plant. Tamarix gallica pollen is mainly used in allergenic testing.
DB10727	Juniperus monosperma pollen	biotech	['approved']	[]	[]			[]	[]	PM6E3FG1QK	[]	[]	[]	[]						Juniperus monosperma pollen is the pollen of the Juniperus monosperma plant. Juniperus monosperma pollen is mainly used in allergenic testing.
DB10728	Juniperus pinchotii pollen	biotech	['approved']	[]	[]			[]	['redberry juniper pollen extract']	S8A4X05W7J	[]	[]	[]	[]						Juniperus pinchotii pollen is the pollen of the Juniperus pinchotii plant. Juniperus pinchotii pollen is mainly used in allergenic testing.
DB10729	Juniperus scopulorum pollen	biotech	['approved']	[]	[]			[]	['Rocky Mountain juniper pollen extract']	0G82TT8ZFY	[]	[]	[]	[]						Juniperus scopulorum pollen is the pollen of the Juniperus scopulorum plant. Juniperus scopulorum pollen is mainly used in allergenic testing.
DB10730	Juniperus osteosperma pollen	biotech	['approved']	[]	[]			[]	['Utah juniper pollen extract']	15L060HV8H	[]	[]	[]	[]						Juniperus osteosperma pollen is the pollen of the Juniperus osteosperma plant. Juniperus osteosperma pollen is mainly used in allergenic testing.
DB10731	Juniperus occidentalis pollen	biotech	['approved']	[]	[]			[]	['western juniper pollen extract']	7JWJ3HXZ9U	[]	[]	[]	[]						Juniperus occidentalis pollen is the pollen of the Juniperus occidentalis plant. Juniperus occidentalis pollen is mainly used in allergenic testing.
DB10732	Tilia americana pollen	biotech	['approved']	[]	[]			[]	['American basswood pollen extract']	E2B4Q4BXJG	[]	[]	[]	[]						Tilia americana pollen is the pollen of the Tilia americana plant. Tilia americana pollen is mainly used in allergenic testing.
DB10733	Mangifera indica pollen	biotech	['approved']	[]	[]			[]	['mango blossom pollen extract']	BS3OW0RZ4K	[]	[]	[]	[]						Mangifera indica pollen is the pollen of the Mangifera indica plant. Mangifera indica pollen is mainly used in allergenic testing.
DB10734	Acer macrophyllum pollen	biotech	['approved']	[]	[]			[]	['coast maple pollen extract']	E4CG5Q55M1	[]	[]	[]	[]						Acer macrophyllum pollen is the pollen of the Acer macrophyllum plant. Acer macrophyllum pollen is mainly used in allergenic testing.
DB10735	Acer saccharinum pollen	biotech	['approved']	[]	[]			[]	[]	95447163DG	[]	[]	[]	[]						Acer saccharinum pollen is the pollen of the Acer saccharinum plant. Acer saccharinum pollen is mainly used in allergenic testing.
DB10736	Broussonetia papyrifera pollen	biotech	['approved']	[]	[]			[]	['mulberry pollen extract']	51I6N3XIML	[]	[]	[]	[]						Broussonetia papyrifera pollen is the pollen of the Broussonetia papyrifera plant. Broussonetia papyrifera pollen is mainly used in allergenic testing.
DB10737	Quercus velutina pollen	biotech	['approved']	[]	[]			[]	['black oak pollen extract']	294L626TT0	[]	[]	[]	[]						Quercus velutina pollen is the pollen of the Quercus velutina plant. Quercus velutina pollen is mainly used in allergenic testing.
DB10738	Quercus macrocarpa pollen	biotech	['approved']	[]	[]			[]	['bur oak pollen extract']	57BTU4547U	[]	[]	[]	[]						Quercus macrocarpa pollen is the pollen of the Quercus macrocarpa plant. Quercus macrocarpa pollen is mainly used in allergenic testing.
DB10739	Quercus kelloggii pollen	biotech	['approved']	[]	[]			[]	['California black oak pollen extract']	02RVY6X9EC	[]	[]	[]	[]						Quercus kelloggii pollen is the pollen of the Quercus kelloggii plant. Quercus kelloggii pollen is mainly used in allergenic testing.
DB10740	Quercus gambelii pollen	biotech	['approved']	[]	[]			[]	['Gambels oak pollen extract']	9HC15X34LX	[]	[]	[]	[]						Quercus gambelii pollen is the pollen of the Quercus gambelii plant. Quercus gambelii pollen is mainly used in allergenic testing.
DB10741	Quercus lobata pollen	biotech	['approved']	[]	[]			[]	['valley oak pollen extract']	HGH5K3653K	[]	[]	[]	[]						Quercus lobata pollen is the pollen of the Quercus lobata plant. Quercus lobata pollen is mainly used in allergenic testing.
DB10742	Quercus nigra pollen	biotech	['approved']	[]	[]			[]	['water oak pollen extract']	6U600U1326	[]	[]	[]	[]						Quercus nigra pollen is the pollen of the Quercus nigra plant. Quercus nigra pollen is mainly used in allergenic testing.
DB10743	Citrus sinensis pollen	biotech	['approved']	[]	[]			[]	['orange pollen extract']	0U790UB32K	[]	[]	[]	[]						Citrus sinensis pollen is the pollen of the Citrus sinensis plant. Citrus sinensis pollen is mainly used in allergenic testing.
DB10744	Pinus taeda pollen	biotech	['approved']	[]	[]			[]	['loblolly pine pollen extract']	4O1FFR8ARN	[]	[]	[]	[]						Pinus taeda pollen is the pollen of the Pinus taeda plant. Pinus taeda pollen is mainly used in allergenic testing.
DB10745	Pinus palustris pollen	biotech	['approved']	[]	[]			[]	['longleaf pine pollen extract']	E3A7U1HWIO	[]	[]	[]	[]						Pinus palustris pollen is the pollen of the Pinus palustris plant. Pinus palustris pollen is mainly used in allergenic testing.
DB10746	Pinus ponderosa pollen	biotech	['approved']	[]	[]			[]	['yellow pine pollen extract']	042SUA2DS9	[]	[]	[]	[]						Pinus ponderosa pollen is the pollen of the Pinus ponderosa plant. Pinus ponderosa pollen is mainly used in allergenic testing.
DB10747	Pinus elliottii pollen	biotech	['approved']	[]	[]			[]	['slash pine pollen extract']	QJB9OQO689	[]	[]	[]	[]						Pinus elliottii pollen is the pollen of the Pinus elliottii plant. Pinus elliottii pollen is mainly used in allergenic testing.
DB10748	Pinus virginiana pollen	biotech	['approved']	[]	[]			[]	['scrub pine pollen extract']	P6818UI2E4	[]	[]	[]	[]						Pinus virginiana pollen is the pollen of the Pinus virginiana plant. Pinus virginiana pollen is mainly used in allergenic testing.
DB10749	Pinus monticola pollen	biotech	['approved']	[]	[]			[]	['western white pine pollen extract']	3MDX759C0W	[]	[]	[]	[]						Pinus monticola pollen is the pollen of the Pinus monticola plant. Pinus monticola pollen is mainly used in allergenic testing.
DB10750	Populus nigra pollen	biotech	['approved']	[]	[]			[]	['Lombard poplar pollen extract']	0MGE63QPFJ	[]	[]	[]	[]						Populus nigra pollen is the pollen of the Populus nigra plant. Populus nigra pollen is mainly used in allergenic testing.
DB10751	Elaeagnus angustifolia pollen	biotech	['approved']	[]	[]			[]	['Russian olive pollen extract']	68P4F4M6VD	[]	[]	[]	[]						Elaeagnus angustifolia pollen is the pollen of the Elaeagnus angustifolia plant. Elaeagnus angustifolia pollen is mainly used in allergenic testing.
DB10752	Salix lasiolepis pollen	biotech	['approved']	[]	[]			[]	Arroyo willow pollen|Arroyo willow pollen extract	808UWJ59FI	[]	[]	[]	[]						Salix lasiolepis pollen is the pollen of the Salix lasiolepis plant. Salix lasiolepis pollen is mainly used in allergenic testing.
DB10753	Salix discolor pollen	biotech	['approved']	[]	[]			[]	['pussy willow pollen extract']	ER172J09FM	[]	[]	[]	[]						Salix discolor pollen is the pollen of the Salix discolor plant. Salix discolor pollen is mainly used in allergenic testing.
DB10754	Populus balsamifera subsp. trichocarpa pollen	biotech	['approved']	[]	[]			[]	Black cottonwood pollen extract|Populus balsamifera ssp. trichocarpa pollen|Populus trichocarpa pollen	H8QYU50Z2D	[]	[]	[]	[]						Populus balsamifera subsp. trichocarpa pollen is the pollen of the Populus balsamifera subsp. trichocarpa plant. Populus balsamifera subsp. trichocarpa pollen is mainly used in allergenic testing.
DB10755	Taraxacum officinale pollen	biotech	['approved']	[]	[]			[]	['dandelion pollen extract']	WQ3S5294XY	[]	[]	[]	[]						Taraxacum officinale pollen is the pollen of the Taraxacum officinale plant. Taraxacum officinale pollen is mainly used in allergenic testing.
DB10756	Atriplex polycarpa pollen	biotech	['approved']	[]	[]			[]	['Allscale pollen extract']	JQ87AA60GU	[]	[]	[]	[]						Atriplex polycarpa pollen is the pollen of the Atriplex polycarpa plant. Atriplex polycarpa pollen is mainly used in allergenic testing.
DB10757	Baccharis halimifolia pollen	biotech	['approved']	[]	[]			[]	['groundsel pollen extract']	BBO1IJ3ZIW	[]	[]	[]	[]						Baccharis halimifolia pollen is the pollen of the Baccharis halimifolia plant. Baccharis halimifolia pollen is mainly used in allergenic testing.
DB10758	Hymenoclea salsola pollen	biotech	['approved']	[]	[]			[]	Ambrosia salsola pollen|Burrobrush pollen extract	662J7FTA7T	[]	[]	[]	[]						Hymenoclea salsola pollen is the pollen of the Hymenoclea salsola plant. Hymenoclea salsola pollen is mainly used in allergenic testing.
DB10759	Allenrolfea occidentalis pollen	biotech	['approved']	[]	[]			[]	['iodine bush pollen extract']	5W6JAI84OI	[]	[]	[]	[]						Allenrolfea occidentalis pollen is the pollen of the Allenrolfea occidentalis plant. Allenrolfea occidentalis pollen is mainly used in allergenic testing.
DB10760	Atriplex lentiformis pollen	biotech	['approved']	[]	[]			[]	['lens scale pollen extract']	86LWA5503I	[]	[]	[]	[]						Atriplex lentiformis pollen is the pollen of the Atriplex lentiformis plant. Atriplex lentiformis pollen is mainly used in allergenic testing.
DB10761	Artemisia douglasiana pollen	biotech	['approved']	[]	[]			[]	['California mugwort pollen extract']	K1301R7883	[]	[]	[]	[]						Artemisia douglasiana pollen is the pollen of the Artemisia douglasiana plant. Artemisia douglasiana pollen is mainly used in allergenic testing.
DB10762	Artemisia ludoviciana pollen	biotech	['approved']	[]	[]			[]	['dark leaved mugwort pollen extract']	57KIJ4772H	[]	[]	[]	[]						Artemisia ludoviciana pollen is the pollen of the Artemisia ludoviciana plant. Artemisia ludoviciana pollen is mainly used in allergenic testing.
DB10763	Urtica dioica pollen	biotech	['approved']	[]	[]			[]	['nettle pollen extract']	DNB59M1NVU	[]	[]	[]	[]						Urtica dioica pollen is the pollen of the Urtica dioica plant. Urtica dioica pollen is mainly used in allergenic testing.
DB10764	Iva axillaris pollen	biotech	['approved']	[]	[]			[]	['poverty weed pollen extract']	13KFG30UBR	[]	[]	[]	[]						Iva axillaris pollen is the pollen of the Iva axillaris plant. Iva axillaris pollen is mainly used in allergenic testing.
