hpo id 	 hpo name 	 umls cui 
HP:0006213	thin proximal phalanges with broad epiphyses of the hand	C1862156|C4025079
HP:0006216	single interphalangeal crease of fifth finger	C1850336
HP:0006217	limited mobility of proximal interphalangeal joint	C1857288
HP:0006224	tapering pointed ends of distal finger phalanges	C4025078
HP:0006226	osteoarthritis of the first carpometacarpal joint	C0409956
HP:0006228	valgus hand deformity	C1860179
HP:0006230	unilateral oligodactyly	C3805861
HP:0006232	expanded metacarpals with widened medullary cavities	C1969288
HP:0006233	osteoarthritis of the distal interphalangeal joint	C0409957
HP:0006234	osteolysis involving tarsal bones	C1833735
HP:0006236	slender metacarpals	C4025077
HP:0006237	prominent interphalangeal joints	C1859115
HP:0006239	shortening of all middle phalanges of the toes	C4021605
HP:0006243	phalangeal dislocation	C2673396
HP:0006247	enlarged interphalangeal joints	C1859701
HP:0006248	limited wrist movement	C1840088
HP:0006251	limited wrist extension	C1862481
HP:0006252	interphalangeal joint erosions	C1850158
HP:0006253	swelling of proximal interphalangeal joints	C1860841
HP:0006254	elevated alpha-fetoprotein	C0235971|C0476489
HP:0006256	abnormality of hand joint mobility	C4025076
HP:0006262	aplasia/hypoplasia of the 5th finger	C4025074
HP:0006265	aplasia/hypoplasia of fingers	C4025071
HP:0006266	small placenta	C0566694
HP:0006267	large placenta	C0566693
HP:0006268	fluctuating splenomegaly	C1835882
HP:0006270	hypoplastic spleen	C1970617
HP:0006273	pancreatic lymphangiectasis	C1856162
HP:0006274	reduced pancreatic beta cells	C1856904
HP:0006276	hyperechogenic pancreas	C1857945
HP:0006277	pancreatic hyperplasia	C1851733
HP:0006278	ectopic pancreatic tissue	C0994638
HP:0006279	beta-cell dysfunction	C1969875
HP:0006280	chronic pancreatitis	C0149521
HP:0006282	generalized hypoplasia of dental enamel	C4025070|C4280462
HP:0006283	multiple unerupted teeth	C4025069
HP:0006285	hypomineralization of enamel	C3665628|C4280253|C4280460|C4280461
HP:0006286	yellow-brown discoloration of the teeth	C1863008
HP:0006288	advanced eruption of teeth	C0266054
HP:0006289	agenesis of central incisor	C1855000|C4020819
HP:0006290	discolored lateral incisors	C1866510|C4280459
HP:0006291	marked delay in eruption of permanent teeth	C1863009
HP:0006292	abnormality of dental eruption	C0012767|C1859363|C3874458
HP:0006293	agenesis of maxillary central incisor	C4025068|C4280458
HP:0006297	hypoplasia of dental enamel	C0011351|C1851854|C4280456|C4280457
HP:0006298	prolonged bleeding after dental extraction	C1969572
HP:0006302	dagger-shaped pulp calcifications	C4025067
HP:0006304	widely-spaced incisors	C0399545
HP:0006308	atrophy of alveolar ridges	C1855642|C4280454|C4280455
HP:0006311	generalized microdontia	C4025065
HP:0006313	widely spaced primary teeth	C4021603
HP:0006315	single median maxillary incisor	C1840235
HP:0006316	irregularly spaced teeth	C1845878
HP:0006321	multiple non-erupting secondary teeth	C1848904
HP:0006323	premature loss of primary teeth	C0266052
HP:0006329	alveolar process hypoplasia	C1848905|C3872671|C4280451|C4280452|C4280453
HP:0006330	rotated maxillary central incisors	C4025063
HP:0006332	supernumerary maxillary incisor	C4025062
HP:0006333	crowded maxillary incisors	C4021602
HP:0006334	hypoplasia of the primary teeth	C1855694
HP:0006335	persistence of primary teeth	C0266050
HP:0006336	short dental roots	C2678330
HP:0006337	premature eruption of permanent teeth	C4021601
HP:0006339	conical mandibular incisor	C4020818|C4280449|C4280450
HP:0006342	peg-shaped maxillary lateral incisors	C4025060
HP:0006344	abnormality of primary molar morphology	C4025059
HP:0006346	screwdriver-shaped incisors	C4025058
HP:0006347	microdontia of primary teeth	C1855694|C1856203
HP:0006349	agenesis of permanent teeth	C0457756|C1290511
HP:0006350	obliteration of the pulp chamber	C4020817|C4025057|C4280448
HP:0006352	failure of eruption of permanent teeth	C4025056|C4280447
HP:0006353	hypoplasia of the tooth germ	C4025055
HP:0006355	agenesis of mandibular central incisor	C1840225|C4025054
HP:0006357	premature loss of permanent teeth	C1969738
HP:0006358	shovel-shaped maxillary central incisors	C1833168
HP:0006361	irregular femoral epiphysis	C1850658
HP:0006362	varus deformity of humeral neck	C1854948
HP:0006366	adductor longus contractures	C1859524
HP:0006367	crumpled long bones	C1970497
HP:0006368	forearm reduction defects	C1849327
HP:0006369	irregular patellae	C1836870
HP:0006370	distal ulnar epiphyseal stippling	C4021600
HP:0006371	broad long bone diaphyses	C4025053
HP:0006375	dumbbell-shaped femur	C4025052
HP:0006376	limited elbow flexion	C1856922
HP:0006378	osteolysis of patellae	C4025051
HP:0006379	proximal tibial hypoplasia	C1856029
HP:0006380	knee flexion contracture	C0409355
HP:0006381	rudimentary fibula	C1844706
HP:0006383	progressive bowing of long bones	C1857137
HP:0006384	club-shaped distal femur	C1857505
HP:0006385	short lower limbs	C0426901
HP:0006386	hypoplastic distal radial epiphyses	C1969286
HP:0006387	wide distal femoral metaphysis	C1849309
HP:0006389	limited knee flexion	C1839512
HP:0006390	anterior tibial bowing	C1861937
HP:0006391	overtubulated long bones	C1848769
HP:0006392	increased density of long bones	C1849307
HP:0006394	limited pronation/supination of forearm	C1861331
HP:0006397	lateral displacement of patellae	C1860156
HP:0006398	flat distal femoral epiphysis	C4021599
HP:0006400	absent knee epiphyses	C1859462
HP:0006402	distal shortening of limbs	C1840307
HP:0006406	club-shaped proximal femur	C1968611
HP:0006407	irregular distal femoral epiphysis	C4025050
HP:0006408	distal tapering femur	C4025049
HP:0006409	progressive leg bowing	C1855191
HP:0006413	broad tibial metaphyses	C2678328
HP:0006414	distal tibial bowing	C4021598
HP:0006415	cortically dense long tubular bones	C1849276
HP:0006417	broad femoral metaphyses	C1864854
HP:0006420	asymmetric radial dysplasia	C1969396
HP:0006423	peg-like central prominence of distal tibial metaphyses	C1846160
HP:0006424	elongated radius	C4025048
HP:0006426	rudimentary to absent tibiae	C1968943
HP:0006429	broad femoral neck	C1849016
HP:0006431	proximal femoral metaphyseal abnormality	C4025047
HP:0006432	trapezoidal distal femoral condyles	C1843983
HP:0006433	dysplastic radii	C4025046
HP:0006434	hypoplasia of proximal radius	C1859477
HP:0006436	shortening of the tibia	C1855277
HP:0006437	disproportionate prominence of the femoral medial condyle	C1834392
HP:0006438	enlargement of the distal femoral epiphysis	C1843105
HP:0006439	radioulnar dislocation	C2673394
HP:0006440	increased density of long bone diaphyses	C1844516
HP:0006441	lateral humeral condyle aplasia	C1833878
HP:0006442	hypoplasia of proximal fibula	C1859478
HP:0006443	patellar aplasia	C1868578
HP:0006446	dysplastic patella	C1849580
HP:0006449	distal radial epiphyseal osteolysis	C1850145
HP:0006450	multicentric ossification of proximal femoral epiphyses	C1857193
HP:0006453	lateral displacement of the femoral head	C1855758
HP:0006454	delayed patellar ossification	C4021597|C4280446
HP:0006456	irregular proximal tibial epiphyses	C4025045
HP:0006459	dorsal subluxation of ulna	C1851988
HP:0006460	increased laxity of ankles	C1850854
HP:0006461	proximal femoral epiphysiolysis	C0149887
HP:0006462	generalized bone demineralization	C1833326
HP:0006463	rickets of the lower limbs	C1833323
HP:0006465	periosteal thickening of long tubular bones	C1834345
HP:0006466	ankle contracture	C1837407
HP:0006467	limited shoulder movement	C1851313
HP:0006470	thin long bone diaphyses	C1859449
HP:0006471	fixed elbow flexion	C4025044
HP:0006473	anterior bowing of long bones	C1850644
HP:0006476	abnormality of the pancreatic islet cells	C4025043
HP:0006477	abnormality of the alveolar ridges	C0341007|C4280445
HP:0006480	premature loss of teeth	C0232513|C0399385
HP:0006481	abnormality of primary teeth	C4021596
HP:0006482	abnormality of dental morphology	C0040427|C0262444
HP:0006483	abnormal number of teeth	C1290508
HP:0006485	agenesis of incisor	C4020815|C4020816|C4083290
HP:0006487	bowing of the long bones	C1855340
HP:0006488	bowing of the arm	C0426863
HP:0006489	abnormality of the femoral metaphysis	C4025040|C4280444
HP:0006491	abnormality of the tibial metaphysis	C4025038
HP:0006492	aplasia/hypoplasia of the fibula	C1856732
HP:0006493	aplasia/hypoplasia involving bones of the lower limbs	C4025037
HP:0006495	aplasia/hypoplasia of the ulna	C1865571
HP:0006496	aplasia/hypoplasia involving bones of the upper limbs	C4025035
HP:0006498	aplasia/hypoplasia of the patella	C1868577
HP:0006499	abnormality of femoral epiphysis	C4025034
HP:0006501	aplasia/hypoplasia of the radius	C2749463
HP:0006502	aplasia/hypoplasia involving the carpal bones	C4025033
HP:0006505	abnormality of limb epiphysis morphology	C4021593
HP:0006507	aplasia/hypoplasia of the humerus	C4025031
HP:0006509	diverticulosis of trachea	C0340213
HP:0006510	chronic obstructive pulmonary disease	C0024117
HP:0006511	laryngeal stridor	C0023066
HP:0006514	intraalveolar nodular calcifications	C4025028
HP:0006515	interstitial pneumonitis	C0206061
HP:0006516	hypersensitivity pneumonitis	C0002390
HP:0006517	alveolar proteinosis	C0034050
HP:0006518	pulmonary venous occlusion	C0034091|C4280802
HP:0006519	alveolar cell carcinoma	C0007120
HP:0006520	progressive pulmonary function impairment	C1849570
HP:0006521	pulmonary lymphangiectasia	C1855480
HP:0006522	repeated pneumothoraces	C4025027
HP:0006524	tracheobronchial leiomyomatosis	C3806786
HP:0006527	lymphoid interstitial pneumonia	C0264511
HP:0006528	chronic lung disease	C0746102
HP:0006530	interstitial pulmonary abnormality	C0206062
HP:0006531	pleural lymphangiectasia	C1856139
HP:0006532	recurrent pneumonia	C0694550|C0748140|C0876973|C1859117
HP:0006533	bronchodysplasia	C4025025
HP:0006535	recurrent intrapulmonary hemorrhage	C3805919
HP:0006536	obstructive lung disease	C0600260
HP:0006538	recurrent bronchopulmonary infections	C2169795
HP:0006539	bronchial cartilage hypoplasia	C4025024
HP:0006541	chronic obstructive airway disease from birth	C3550579
HP:0006543	cardiorespiratory arrest	C0600228
HP:0006544	extrapulmonary sequestrum	C4020814|C4025023
HP:0006548	pulmonary arteriovenous malformation	C1857690
HP:0006549	unilateral primary pulmonary dysgenesis	C4021592
HP:0006552	fibrocystic lung disease	C1397290
HP:0006554	acute hepatic failure	C0162557
HP:0006555	diffuse hepatic steatosis	C1849686
HP:0006557	polycystic liver disease	C0158683
HP:0006558	decreased mitochondrial complex iii activity in liver tissue	C4025022
HP:0006559	hepatic calcification	C1696466
HP:0006560	biliary hyperplasia	C3672440|C3686778
HP:0006562	viral hepatitis	C0042721
HP:0006563	malformation of the hepatic ductal plate	C1857519
HP:0006564	fluctuating hepatomegaly	C1835881
HP:0006565	increased hepatocellular lipid droplets	C4025021
HP:0006566	neonatal cholestatic liver disease	C1859162
HP:0006568	increased hepatic glycogen content	C1856285
HP:0006571	reduced number of intrahepatic bile ducts	C1861621|C4021591
HP:0006572	subacute progressive viral hepatitis	C1861901
HP:0006573	acute hepatic steatosis	C4025020
HP:0006574	hepatic arteriovenous malformation	C0520557
HP:0006575	intrahepatic cholestasis with episodic jaundice	C4025019
HP:0006576	hepatic vascular malformations	C1861790
HP:0006577	macronodular cirrhosis	C2004456
HP:0006579	prolonged neonatal jaundice	C0022353|C1859236
HP:0006580	portal fibrosis	C2677002|C3805083
HP:0006581	depletion of mitochondrial dna in liver	C4025018
HP:0006582	reye syndrome-like episodes	C1850413
HP:0006583	fatal liver failure in infancy	C4025017
HP:0006584	small abnormally formed scapulae	C1861226
HP:0006585	congenital pseudoarthrosis of the clavicle	C0426806|C0426811
HP:0006587	straight clavicles	C4025016
HP:0006589	flaring of lower rib cage	C1855196
HP:0006590	premature sternal synostosis	C4021590
HP:0006591	absent glenoid fossa	C4021589
HP:0006593	anomalous rib insertion to vertebrae	C1861704
HP:0006595	scapulohumeral synostosis	C1865362
HP:0006596	restricted chest movement	C4025015
HP:0006597	diaphragmatic paralysis	C0035232
HP:0006598	irregular ossification at anterior rib ends	C1850083
HP:0006599	medial widening of clavicles	C1866729
HP:0006600	progressive calcification of costochondral cartilage	C1968577
HP:0006603	flared, irregular rib ends	C1865833
HP:0006606	irregular chondrocostal junctions	C1861199
HP:0006607	precocious costochondral ossification	C1849049
HP:0006608	midclavicular hypoplasia	C1844530
HP:0006610	wide intermamillary distance	C1827524
HP:0006611	decreased number of sternal ossification centers	C1856223
HP:0006615	absent in utero rib ossification	C1842695
HP:0006619	anterior rib punctate calcifications	C1859120
HP:0006623	costochondral joint sclerosis	C4021588
HP:0006628	absent sternal ossification	C1857074|C4280443
HP:0006631	hypoplastic distal segments of scapulae	C4025014
HP:0006633	glenoid fossa hypoplasia	C1834384
HP:0006637	sternal punctate calcifications	C1859121
HP:0006638	midclavicular aplasia	C1844529
HP:0006640	multiple rib fractures	C0272567
HP:0006641	prominent floating ribs	C4025012
HP:0006642	large sternal ossification centers	C1865241
HP:0006643	fused sternal ossification centers	C1859376
HP:0006644	thoracic dysplasia	C1406921
HP:0006645	thin clavicles	C0575535
HP:0006646	costal cartilage calcification	C1855608
HP:0006647	congenital microthorax	C4025011
HP:0006649	costochondral pain	C4021587
HP:0006650	thickening of the lateral border of the scapula	C1834383
HP:0006655	rib segmentation abnormalities	C1968999
HP:0006657	hypoplasia of first ribs	C1834386
HP:0006659	internally rotated shoulders	C1862491
HP:0006660	aplastic clavicles	C1857665
HP:0006665	coat hanger sign of ribs	C4025010
HP:0006668	twelfth rib hypoplasia	C1859361
HP:0006670	impaired myocardial contractility	C4025009
HP:0006671	paroxysmal atrial tachycardia	C0030587
HP:0006673	reduced systolic function	C4025008
HP:0006677	prolonged qrs complex	C0235475
HP:0006679	granulomatous coronary arteritis	C4025007
HP:0006681	absent atrioventricular node	C4025006
HP:0006682	ventricular extrasystoles	C0151636
HP:0006684	ventricular preexcitation with multiple accessory pathways	C4025004
HP:0006685	endocardial fibrosis	C0553980
HP:0006687	aortic tortuosity	C4025003
HP:0006689	bacterial endocarditis	C0014121
HP:0006690	myocardial calcification	C1096561
HP:0006691	pulmonic valve myxoma	C4025002
HP:0006692	short chordae tendineae of the tricuspid valve	C4025001
HP:0006693	myocardial steatosis	C4025000
HP:0006694	early progressive calcific cardiac valvular disease	C4024999
HP:0006695	atrioventricular canal defect	C0014116|C1389016
HP:0006696	polymorphic and polytopic ventricular extrasystoles	C4024998
HP:0006698	dilatation of the ventricular cavity	C0392464
HP:0006699	premature atrial contractions	C0033036
HP:0006702	coronary artery dissection	C1852540
HP:0006703	aplasia/hypoplasia of the lungs	C4024996
HP:0006706	cystic liver disease	C0158683
HP:0006709	aplasia/hypoplasia of the nipples	C3150086
HP:0006710	aplasia/hypoplasia of the clavicles	C4024993
HP:0006712	aplasia/hypoplasia of the ribs	C1847363
HP:0006714	aplasia/hypoplasia of the sternum	C4024990
HP:0006715	glomus tympanicum paraganglioma	C1866555
HP:0006716	hereditary nonpolyposis colorectal carcinoma	C4024989
HP:0006719	benign gastrointestinal tract tumors	C0497538
HP:0006721	acute lymphoblastic leukemia	C0023449
HP:0006722	small intestine carcinoid	C1868072
HP:0006723	intestinal carcinoid	C4024988
HP:0006725	pancreatic adenocarcinoma	C0281361
HP:0006727	t-cell acute lymphoblastic leukemias	C1961099
HP:0006729	retroperitoneal chemodectomas	C4024987
HP:0006731	follicular thyroid carcinoma	C0206682
HP:0006732	papillary renal cell carcinoma type 2	C1336840
HP:0006733	acute megakaryocytic leukemia	C0023467
HP:0006735	renal cortical adenoma	C0346253
HP:0006737	extraadrenal pheochromocytoma	C1257877
HP:0006739	squamous cell carcinoma of the skin	C0553723
HP:0006740	transitional cell carcinoma of the bladder	C0279680
HP:0006742	congenital neuroblastoma	C4024986
HP:0006743	embryonal rhabdomyosarcoma	C0206656
HP:0006744	adrenocortical carcinoma	C0206686
HP:0006747	ganglioneuroblastoma	C0206718
HP:0006748	adrenal pheochromocytoma	C0031511
HP:0006751	paraspinal neurofibromas	C4024985
HP:0006753	neoplasm of the stomach	C0038356|C4020813
HP:0006755	cutaneous leiomyosarcoma	C0346067
HP:0006756	diffuse leiomyomatosis	C4024984
HP:0006758	malignant genitourinary tract tumor	C1834728
HP:0006763	anal canal squamous carcinoma	C4024982
HP:0006765	chondrosarcoma	C0008479
HP:0006766	papillary renal cell carcinoma	C1306837
HP:0006767	pituitary prolactin cell adenoma	C0033375
HP:0006768	localized neuroblastoma	C4024981
HP:0006769	myxoid subcutaneous tumors	C1834421
HP:0006770	clear cell renal cell carcinoma	C0279702
HP:0006771	duodenal adenocarcinoma	C0278804|C0541912
HP:0006772	renal angiomyolipoma	C0241961
HP:0006773	cutaneous angiolipomas	C4024980
HP:0006774	ovarian papillary adenocarcinoma	C4024979
HP:0006775	multiple myeloma	C0026764|C0032131
HP:0006778	benign genitourinary tract neoplasm	C3804991
HP:0006779	alveolar rhabdomyosarcoma	C0206655
HP:0006780	parathyroid carcinoma	C0687150
HP:0006781	hurthle cell thyroid adenoma	C1336750
HP:0006782	malignant eosinophil proliferation	C1851585
HP:0006783	posterior pharyngeal cleft	C1848389
HP:0006784	paranasal sinus hypoplasia	C2749161|C4280256|C4280441|C4280442
HP:0006785	limb-girdle muscular dystrophy	C0686353
HP:0006789	mitochondrial encephalopathy	C1852373
HP:0006790	cerebral cortex with spongiform changes	C1857934
HP:0006794	loss of ability to walk in first decade	C1846133
HP:0006799	basal ganglia cysts	C1837251
HP:0006801	hyperactive deep tendon reflexes	C1846176
HP:0006802	abnormal anterior horn cell morphology	C0154681|C4020812
HP:0006803	vivid hallucinations	C4024978
HP:0006808	cerebral hypomyelination	C2677328
HP:0006812	white mater abnormalities in the posterior periventricular region	C1836525
HP:0006813	hemiclonic seizures	C1846620
HP:0006817	aplasia/hypoplasia of the cerebellar vermis	C1855676|C3280770
HP:0006818	type i lissencephaly	C0431375
HP:0006821	polymicrogyria, anterior to posterior gradient	C1847356
HP:0006824	cranial nerve paralysis	C0151311|C4025709
HP:0006825	pallor of dorsal columns of the spinal cord	C1865416
HP:0006827	atrophy of the spinal cord	C1389102
HP:0006829	severe muscular hypotonia	C1839630
HP:0006830	severe neonatal hypotonia in males	C0270971|C4024977
HP:0006834	developmental stagnation at onset of seizures	C1836829
HP:0006837	congenital horner syndrome	C1840475
HP:0006844	absent patellar reflexes	C0558844
HP:0006846	acute encephalopathy	C1306587
HP:0006849	hypodysplasia of the corpus callosum	C1850348
HP:0006850	hypoplasia of the ventral pons	C1843507
HP:0006851	symmetric spinal nerve root neurofibromas	C1834236
HP:0006852	episodic generalized hypotonia	C4024976
HP:0006855	cerebellar vermis atrophy	C0742028
HP:0006858	impaired distal proprioception	C4021585
HP:0006859	posterior leukoencephalopathy	C4024975
HP:0006863	severe expressive language delay	C1851085
HP:0006866	midline central nervous system lipomas	C4024973
HP:0006870	lobar holoprosencephaly	C0431362
HP:0006872	cerebral hypoplasia	C1855330
HP:0006873	symmetrical progressive peripheral demyelination	C4024972
HP:0006879	pontocerebellar atrophy	C1853766
HP:0006880	cerebellar hemangioblastoma	C1332900
HP:0006882	severe hydrocephalus	C3278123
HP:0006886	impaired distal vibration sensation	C1853767
HP:0006887	intellectual disability, progressive	C1846149
HP:0006888	meningoencephalocele	C0266456
HP:0006889	intellectual disability, borderline	C0006009
HP:0006891	thick cerebral cortex	C4024970
HP:0006892	frontotemporal cerebral atrophy	C4021584
HP:0006893	severely dysplastic cerebellum	C4024969
HP:0006894	hypoplastic olfactory lobes	C1859231
HP:0006895	lower limb hypertonia	C1845245
HP:0006896	hypnopompic hallucinations	C0424082
HP:0006897	cranial nerve vi palsy	C0271355
HP:0006899	fusion of the cerebellar hemispheres	C1866131
HP:0006901	impaired thermal sensitivity	C4024968
HP:0006903	congenital peripheral neuropathy	C4024967
HP:0006904	late-onset spinocerebellar degeneration	C1856604
HP:0006906	congenital intracerebral calcification	C4024966
HP:0006913	frontal cortical atrophy	C4024965
HP:0006915	inability to walk by childhood/adolescence	C1859200
HP:0006916	intraaxonal accumulation of curvilinear autofluorescent lipopigment storage material	C1832339|C4024964
HP:0006918	diffuse cerebral sclerosis	C0007795
HP:0006919	abnormal aggressive, impulsive or violent behavior	C4024963
HP:0006921	axial muscle stiffness	C4024962
HP:0006926	metachromatic leukodystrophy variant	C4024961
HP:0006927	unilateral polymicrogyria	C4024960
HP:0006929	hypoglycemic encephalopathy	C0149877
HP:0006930	frontoparietal cortical dysplasia	C4024959
HP:0006931	lipoma of corpus callosum	C1333160
HP:0006932	transient psychotic episodes	C4024958
HP:0006934	congenital nystagmus	C0700501
HP:0006937	impaired distal tactile sensation	C4021583
HP:0006938	impaired vibration sensation at ankles	C1854372
HP:0006943	diffuse spongiform leukoencephalopathy	C1858857
HP:0006944	abolished vibration sense	C1837520
HP:0006946	recurrent meningitis	C0746495
HP:0006949	episodic peripheral neuropathy	C1848695
HP:0006951	retrocerebellar cyst	C1845370
HP:0006955	olivopontocerebellar hypoplasia	C1859341
HP:0006956	dilation of lateral ventricles	C1856409
HP:0006957	loss of ability to walk	C1849097
HP:0006958	abnormal auditory evoked potentials	C0522216
HP:0006959	proximal spinal muscular atrophy	C4024957
HP:0006960	choroid plexus calcification	C1863184
HP:0006961	jerky head movements	C1855568
HP:0006962	gait instability, worse in the dark	C1837016
HP:0006964	cerebral cortical neurodegeneration	C1859863
HP:0006965	acute necrotizing encephalopathy	C1855020
HP:0006970	periventricular leukomalacia	C0023529
HP:0006976	necrotizing encephalopathy	C1396481
HP:0006977	grammar-specific speech disorder	C4024956
HP:0006978	dysmyelinating leukodystrophy	C3278204
HP:0006979	sleep-wake cycle disturbance	C1833362
HP:0006980	progressive leukoencephalopathy	C1855010
HP:0006983	slowly progressive spastic quadriparesis	C4024955
HP:0006984	distal sensory loss of all modalities	C1836527
HP:0006986	upper limb spasticity	C1273957
HP:0006988	alobar holoprosencephaly	C0431363
HP:0006989	dysplastic corpus callosum	C0431369
HP:0006990	myelin-dependent gliosis	C4024954
HP:0006992	anterior basal encephalocele	C1850961
HP:0006994	diffuse leukoencephalopathy	C1868514
HP:0006999	basal ganglia gliosis	C1864114|C2750915
HP:0007000	morning myoclonic jerks	C1847164
HP:0007001	loss of purkinje cells in the cerebellar vermis	C1849146
HP:0007002	motor axonal neuropathy	C1854570|C2749625|C4020811
HP:0007006	dorsal column degeneration	C4024953
HP:0007007	cavitation of the basal ganglia	C4024952
HP:0007009	central nervous system degeneration	C3277687
HP:0007010	poor fine motor coordination	C1867864
HP:0007011	fourth cranial nerve palsy	C0271375
HP:0007015	poor gross motor coordination	C1867863
HP:0007016	corticospinal tract hypoplasia	C1844007
HP:0007017	progressive forgetfulness	C3277688
HP:0007018	attention deficit hyperactivity disorder	C1263846
HP:0007020	progressive spastic paraplegia	C1855483
HP:0007021	pain insensitivity	C0344307
HP:0007023	antenatal intracerebral hemorrhage	C1837247
HP:0007024	pseudobulbar paralysis	C0033790
HP:0007027	poorly formed metencephalon	C4024951
HP:0007029	cerebral berry aneurysm	C2713497
HP:0007030	nonprogressive encephalopathy	C4024950
HP:0007033	cerebellar dysplasia	C3278322
HP:0007034	generalized hyperreflexia	C4024949
HP:0007035	anterior encephalocele	C4024948
HP:0007036	hypoplasia of olfactory tract	C1856655
HP:0007039	symmetric lesions of the basal ganglia	C4024947
HP:0007041	chronic lymphocytic meningitis	C0393441
HP:0007042	focal white matter lesions	C4024946
HP:0007045	midline brain calcifications	C1855487
HP:0007047	atrophy of the dentate nucleus	C1857788
HP:0007048	large basal ganglia	C1859470
HP:0007052	multifocal cerebral white matter abnormalities	C1833434
HP:0007054	hyperreflexia proximally	C1836012
HP:0007057	poor hand-eye coordination	C1845864
HP:0007058	generalized cerebral atrophy/hypoplasia	C4024945
HP:0007063	aplasia of the inferior half of the cerebellar vermis	C1857787
HP:0007064	progressive language deterioration	C1843793
HP:0007065	disorganization of the anterior cerebellar vermis	C1845369
HP:0007066	proximal limb muscle stiffness	C1861460
HP:0007067	distal peripheral sensory neuropathy	C4021582
HP:0007068	inferior vermis hypoplasia	C1855350
HP:0007069	profound static encephalopathy	C4024944
HP:0007074	thick corpus callosum	C1835194
HP:0007076	extrapyramidal muscular rigidity	C1852470
HP:0007078	decreased amplitude of sensory action potentials	C4024943
HP:0007081	late-onset muscular dystrophy	C4024942
HP:0007082	dilated third ventricle	C4024941
HP:0007083	hyperactive patellar reflex	C0240116
HP:0007086	social and occupational deterioration	C1866986
HP:0007089	facial-lingual fasciculations	C1862359
HP:0007095	frontoparietal polymicrogyria	C3279674
HP:0007096	hypoplasia of the optic tract	C1856654
HP:0007097	cranial nerve motor loss	C4024940
HP:0007098	paroxysmal choreoathetosis	C1851936
HP:0007099	arnold-chiari type i malformation	C0750929
HP:0007100	progressive ventriculomegaly	C1865119
HP:0007103	hypointensity of cerebral white matter on mri	C4020908
HP:0007104	prolonged somatosensory evoked potentials	C4024939
HP:0007105	infantile encephalopathy	C1856408
HP:0007107	segmental peripheral demyelination	C4024938
HP:0007108	demyelinating peripheral neuropathy	C0270922
HP:0007109	periventricular cysts	C1839858
HP:0007110	central hypoventilation	C3805839
HP:0007111	chronic hepatic encephalopathy	C4024937
HP:0007112	temporal cortical atrophy	C4024936
HP:0007115	orbital encephalocele	C0271330
HP:0007117	corticospinal tract atrophy	C1838868
HP:0007123	subcortical dementia	C4024935
HP:0007126	proximal amyotrophy	C1850794
HP:0007129	cerebellar medulloblastoma	C4024934
HP:0007131	acute demyelinating polyneuropathy	C4024933
HP:0007132	pallidal degeneration	C0393577
HP:0007133	progressive peripheral neuropathy	C1859178
HP:0007141	sensorimotor neuropathy	C1112256
HP:0007146	bilateral basal ganglia lesions	C4024932
HP:0007149	distal upper limb amyotrophy	C4021581
HP:0007153	progressive extrapyramidal movement disorder	C2748610
HP:0007156	asymmetric limb muscle stiffness	C4024931
HP:0007158	progressive extrapyramidal muscular rigidity	C4021580
HP:0007159	fluctuations in consciousness	C1851959
HP:0007162	diffuse demyelination of the cerebral white matter	C4024930
HP:0007164	slowed slurred speech	C4024929
HP:0007165	periventricular gray matter heterotopia	C1849173
HP:0007166	paroxysmal dyskinesia	C0752210|C1836174
HP:0007178	motor polyneuropathy	C0235025|C0271683
HP:0007179	absent smooth pursuit	C4024928
HP:0007181	interosseus muscle atrophy	C1846829
HP:0007182	peripheral hypomyelination	C4024927
HP:0007183	focal t2 hyperintense basal ganglia lesion	C1865351|C4024926
HP:0007185	loss of consciousness	C0041657
HP:0007187	focal lissencephaly	C1855230
HP:0007190	neuronal loss in the cerebral cortex	C1849485
HP:0007193	generalized tonic-clonic seizures on awakening	C1847165
HP:0007199	progressive spastic paraparesis	C0747251
HP:0007200	episodic hypersomnia	C4024925
HP:0007201	cerebral artery atherosclerosis	C4024924
HP:0007204	diffuse white matter abnormalities	C4024923
HP:0007206	hemimegalencephaly	C0431391
HP:0007207	photosensitive tonic-clonic seizures	C1846131
HP:0007208	irregular myelin loops	C4024922
HP:0007209	facial paralysis	C0015469|C0427055
HP:0007210	lower limb amyotrophy	C4024921
HP:0007215	periodic hyperkalemic paralysis	C0238357
HP:0007220	demyelinating motor neuropathy	C1969462
HP:0007221	progressive truncal ataxia	C1849143
HP:0007227	macrogyria	C0266483
HP:0007229	intracerebral periventricular calcifications	C1837246
HP:0007230	decreased distal sensory nerve action potential	C4024920
HP:0007232	spinocerebellar tract disease in lower limbs	C4024919
HP:0007233	clusters of axonal regeneration	C1843169
HP:0007236	recurrent subcortical infarcts	C4024918
HP:0007238	nonarteriosclerotic cerebral calcification	C4021579
HP:0007239	congenital encephalopathy	C4024917
HP:0007240	progressive gait ataxia	C1843885
HP:0007249	decreased number of small peripheral myelinated nerve fibers	C4024916
HP:0007250	recurrent external ophthalmoplegia	C4024915
HP:0007256	abnormal pyramidal signs	C0234132
HP:0007258	severe demyelination of the white matter	C1856001
HP:0007260	type ii lissencephaly	C0431376
HP:0007262	symmetric peripheral demyelination	C4024914
HP:0007263	spinocerebellar atrophy	C0087012
HP:0007265	absent mesencephalon	C4024913
HP:0007266	cerebral dysmyelination	C1854885|C4020810
HP:0007267	chronic axonal neuropathy	C4021578
