chemical	name	molecular_weight	SMILES_string
CIDs44201342	Tesamorelin	5135.77794	CCC=CCC(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(C(C)CC)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)CC)C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)N)C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(=O)N
CIDs44201343	DX-88	7059.87562	CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NCC(=O)NCC(=O)NC(CS)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CS)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCSC)C(=O)NC(CS)C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CS)NC(=O)C(CCC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(C(C)CC)NC(=O)C(CC(=O)N)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CC7=CNC8=CC=CC=C87)NC(=O)C(CCCNC(=N)N)NC(=O)C9CCCN9C(=O)C(CC1=CN=CN1)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CS)NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)NC(=O)C(CS)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CO)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCSC)NC(=O)C(C)NC(=O)C(CCC(=O)O)N
CIDs44462760	dabrafenib	519.56241	CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F
CIDs44564107	mipomersen	7594.800494	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)([O-])SC3CC(OC3COP(=O)([O-])SC4CC(OC4COP(=O)([O-])SC5CC(OC5COP(=O)([O-])SC6CC(OC6COP(=O)([O-])SC7CC(OC7COP(=O)([O-])SC8CC(OC8COP(=O)([O-])SC9CC(OC9COP(=O)([O-])SC1C(OC(C1OCCOC)N1C=C(C(=NC1=O)N)C)COP(=O)([O-])SC1C(OC(C1OCCOC)N1C=C(C(=O)NC1=O)C)COP(=O)([O-])SC1C(OC(C1OCCOC)N1C=C(C(=NC1=O)N)C)COP(=O)([O-])SC1C(OC(C1OCCOC)N1C=C(C(=NC1=O)N)C)COP(=O)([O-])SC1C(OC(C1OCCOC)N1C=NC2=C1N=C(NC2=O)N)CO)N1C=NC2=C1N=CN=C2N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=C(C(=NC1=O)N)C)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=NC1=O)N)C)SP(=O)([O-])OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)SP(=O)([O-])OCC1C(CC(O1)N1C=C(C(=NC1=O)N)C)SP(=O)([O-])OCC1C(C(C(O1)N1C=NC2=C1N=C(NC2=O)N)OCCOC)SP(=O)([O-])OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)SP(=O)([O-])OCC1C(C(C(O1)N1C=NC2=C1N=CN=C2N)OCCOC)SP(=O)([O-])OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)SP(=O)([O-])OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
CIDs44567678	CHEMBL527063	1816.6918	CC(C)CCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=CC(=CC(=C7C8=C(C=CC(=C8)C(C(=O)N6)NC(=O)C4NC(=O)C9C1=CC(=CC(=C1Cl)O)OC1=C(C=C(C=C1)C(C(=O)NC(CC1=CC=C(O3)C=C1)C(=O)N9)NC)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)C(=O)NCCCN(C)C)O)Cl)C(=O)O)O)O
CIDs45375808	sofosbuvir	529.452525	CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
CIDs46174141	Picato	430.53386	CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C
CIDs46216142	dolutegravir	441.360596	CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+]
CIDs46878492	colestipol HCl	232.15126	C1C(O1)CCl.C(CNCCN)N.Cl
CIDs49800003	polymyxin B	1301.5552	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O.OS(=O)(=O)O
CIDs49800046	methscopolamine	398.29146	C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]
CIDs51508717	tenoxicam	336.3662	CN1C(=C(NC2=CC=CC=N2)[O-])C(=O)C3=C(S1(=O)=O)C=CS3
CIDs51601240	demeclocycline	464.85304	C[NH+](C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=O)C(=C(N)[O-])C1=O)O)O)O)Cl)O
CIDs52921562	Cephalosporins	185.20038	C1C=C(N2C(S1)CC2=O)C(=O)O
CIDs53477714	heparan sulphate	637.52152	COC1C(C(C(OC1C(=O)[O-])OC2C(OC(C(C2[O-])NOS(=O)(=O)O)OC)COS(=O)(=O)O)OS(=O)(=O)O)O
CIDs53477758	oxytocin injection	1007.18734	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
CIDs53627505	hydroxypropyl	57.0712	[CH2]CC=O
CIDs54671203	doxycycline	444.43456	CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
CIDs54675779	oxytetracycline	460.43396	CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
CIDs54676537	acenocoumarol	353.3255	CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O
CIDs54684141	teriflunomide	270.20727	CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
CIDs54686183	doxycycline hyclate	1025.87472	CCO.CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.O.Cl.Cl
CIDs54686904	tigecycline	585.64866	CC(C)(C)NCC(=O)NC1=C(C2=C(CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C2O)O)O)C(=O)N)N(C)C)C(=C1)N(C)C)O
CIDs54687131	Tetralysal	602.63282	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCCC(C(=O)O)N)N(C)C)O
CIDs56603655	pegaptanib	541.572622	COCCOC(=O)NCCCCC(C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC
CIDs56841124	fluticasone/salmeterol	916.13643	CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF.C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
CIDs56842239	n-3 PUFAs	909.36888	CCC=CCC=CCC=CCCCCCCCC(=O)O.CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O.CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O
CIDs57396865	florbetapir	360.422503	CNC1=CC=C(C=C1)C=CC2=CN=C(C=C2)OCCOCCOCCF
CIDs70683012	Teduglutide	3752.08248	CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC5=CNC=N5)N
CIDs70683024	pegfilgrastim	730.66954	CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C
CIDs70695640	cholestyramine	331.9226	CCC1=CC=C(C=C1)C(C)CCC2=CC=C(C=C2)[N+](C)(C)C.[Cl-]
CIDs70788982	Signifor	1313.4116	C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN.C(C(C(=O)O)N)C(=O)O.C(C(C(=O)O)N)C(=O)O
CIDs71300360	SCHEMBL15580899	504.962922	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl
CIDs71306410	brinzolamide 1%/timolol 0.5%	699.9269	CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC.CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
CIDs71306834	interferon alfa-2b	746.545989	CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.C(S(=O)(=O)[O-])(I)I.[Na+]
CIDs71306891	Secretin human	3039.4086	CC(C)CC(C(=O)NC(C(C)C)C(=O)N)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC2=CNC=N2)N
CIDm00000085	carnitine	162.20684	C[N+](C)(C)CC(CC(=O)O)O
CIDm00000119	gamma-aminobutyric acid (GABA	103.11976	C(CC(=O)O)CN
CIDm00000137	5-aminolevulinic acid	131.12986	C(CC(=O)O)C(=O)CN
CIDm00000143	leucovorin	473.43932	C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
CIDm00000146	5-methyltetrahydrofolate	459.4558	CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
CIDm00000158	prostaglandin E2	352.46508	CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
CIDm00000159	prostacyclin	352.46508	CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O
CIDm00000160	prostaglandin	354.48096	CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
CIDm00000175	acetate	59.04402	CC(=O)[O-]
CIDm00000187	acetylcholine	146.20744	CC(=O)OCC[N+](C)(C)C
CIDm00000191	adenosine	267.24132	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O
CIDm00000206	glucose	180.15588	C(C1C(C(C(C(O1)O)O)O)O)O
CIDm00000214	prostaglandin E1	354.48096	CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
CIDm00000222	ammonia	17.03052	N
CIDm00000232	arginine	174.20096	C(CC(C(=O)O)N)CN=C(N)N
CIDm00000242	benzoic acid	121.1134	C1=CC=C(C=C1)C(=O)[O-]
CIDm00000244	benzyl alcohol	108.13782	C1=CC=C(C=C1)CO
CIDm00000247	betaine	117.14634	C[N+](C)(C)CC(=O)[O-]
CIDm00000271	calcium ions	40.078	[Ca+2]
CIDm00000274	cAMP	329.205942	C1C2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O
CIDm00000297	methane	16.04246	C
CIDm00000298	chloramphenicol	323.12938	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
CIDm00000303	bile acids	408.5714	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
CIDm00000305	choline	104.17076	C[N+](C)(C)CCO
CIDm00000311	citric acid	192.12352	C(C(=O)O)C(CC(=O)O)(C(=O)O)O
CIDm00000312	chloride	35.453	[Cl-]
CIDm00000338	salicylate	138.12074	C1=CC=C(C(=C1)C(=O)O)O
CIDm00000401	cycloserine	102.09194	C1C(C(=O)NO1)N
CIDm00000444	bupropion	239.74112	CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
CIDm00000450	estradiol	272.38196	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CIDm00000453	mannitol	182.17176	C(C(C(C(C(CO)O)O)O)O)O
CIDm00000564	EACA	131.17292	C(CCC(=O)O)CCN
CIDm00000581	N-acetylcysteine	163.19486	CC(=O)NC(CS)C(=O)O
CIDm00000596	cytarabine	243.21662	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
CIDm00000598	mesna	142.19724	C(CS(=O)(=O)O)S
CIDm00000604	gluconate	196.15528	C(C(C(C(C(C(=O)O)O)O)O)O)O
CIDm00000612	lactate	90.07794	CC(C(=O)O)O
CIDm00000679	DMSO	78.13344	CS(=O)C
CIDm00000681	dopamine	153.17844	C1=CC(=C(C=C1CCN)O)O
CIDm00000698	estrone	270.36608	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
CIDm00000699	Oestrogen	350.42928	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
CIDm00000700	ethanolamine	61.08308	C(CO)N
CIDm00000723	fumarate	116.07216	C(=CC(=O)O)C(=O)O
CIDm00000727	lindane	290.82984	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
CIDm00000738	glutamine	146.1445	C(CC(=O)N)C(C(=O)O)N
CIDm00000750	glycine	75.0666	C(C(=O)O)N
CIDm00000753	glycerol	92.09382	C(C(CO)O)O
CIDm00000767	bicarbonate	62.02478	C(=O)(O)O
CIDm00000772	heparin	1134.92788	CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O
CIDm00000774	histamine	111.14506	C1=C(NC=N1)CCN
CIDm00000785	quinol	110.11064	C1=CC(=CC=C1O)O
CIDm00000813	potassium	39.0983	[K+]
CIDm00000815	kanamycin	484.49864	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
CIDm00000838	epinephrine	183.20442	CNCC(C1=CC(=C(C=C1)O)O)O
CIDm00000853	thyroxine	776.87002	C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
CIDm00000861	3,5,3'-triiodothyronine	650.97349	C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
CIDm00000888	magnesium	24.305	[Mg+2]
CIDm00000896	melatonin	232.27834	CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
CIDm00000923	sodium	22.989769	[Na+]
CIDm00000937	niacin	122.10146	C1=CC(=CN=C1)C(=O)[O-]
CIDm00000942	nicotine	162.23156	CN1CCCC1C2=CN=CC=C2
CIDm00000946	nitrite	46.0055	N(=O)[O-]
CIDm00000948	nitrous oxide	44.0128	N#[N+][O-]
CIDm00000951	norepinephrine	169.17784	C1=CC(=C(C=C1C(CN)O)O)O
CIDm00000961	distilled water	17.00734	[OH-]
CIDm00001003	phosphate	96.987242	OP(=O)(O)[O-]
CIDm00001023	pyrophosphate	177.975084	OP(=O)(O)OP(=O)(O)O
CIDm00001046	pyrazinamide	123.1127	C1=CN=C(C=N1)C(=O)N
CIDm00001054	pyridoxine	169.17784	CC1=NC=C(C(=C1O)CO)CO
CIDm00001065	quinine	324.41676	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
CIDm00001071	vitamin A	286.4516	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
CIDm00001084	thiosulfate	112.1282	[O-]S(=O)(=S)[O-]
CIDm00001125	tetrahydrobiopterin (BH4	241.2471	CC(C(C1CNC2=C(N1)C(=O)N=C(N2)N)O)O
CIDm00001130	thiamine	265.35458	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
CIDm00001134	thymidine	242.22856	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
CIDm00001176	lotion	60.05526	C(=O)(N)N
CIDm00001206	methamphetamine	149.2328	CC(CC1=CC=CC=C1)NC
CIDm00001292	PPCM	152.14732	C1=CC=C(C=C1)C(C(=O)O)O
CIDm00001301	naproxen	252.240989	CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+]
CIDm00001546	cladribine	285.68698	C1C(C(OC1N2C=NC3=C2N=C(N=C3N)Cl)CO)O
CIDm00001690	doxorubicin	544.5272	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)[NH3+])O
CIDm00001727	4-aminopyridine	94.11454	C1=CN=CC=C1N
CIDm00001775	phenytoin	252.26798	C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
CIDm00001798	methazolamide	237.27996	CC(=O)NC1=[N+](N=C(S1)S(=O)(=O)N)C
CIDm00001805	5-azacytidine	244.20468	C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
CIDm00001875	Solu-Medrol	474.54336	CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O
CIDm00001971	abacavir	286.33232	C1CC1NC2=NC(=NC3=C2N=CN3C4CC(C=C4)CO)N
CIDm00001972	amphotericin B	924.07902	CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CIDm00001978	acebutolol	336.42592	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
CIDm00001983	paracetamol	151.16256	CC(=O)NC1=CC=C(C=C1)O
CIDm00001986	acetazolamide	222.24544	CC(=O)NC1=NN=C(S1)S(=O)(=O)N
CIDm00001990	acetohydroxamic acid	75.0666	CC(=O)NO
CIDm00001993	methacholine	160.23402	CC(C[N+](C)(C)C)OC(=O)C
CIDm00002019	actinomycin D	1255.41704	CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
CIDm00002021	spectinomycin	332.34956	CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O
CIDm00002022	acyclovir	225.20464	C1=NC2=C(N1COCCO)NC(=NC2=O)N
CIDm00002082	albendazole	265.3314	CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
CIDm00002083	salbutamol	239.31074	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
CIDm00002085	alclometasone dipropionate	521.04218	CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3C2C(CC4=CC(=O)C=CC34C)Cl)O)C)C)OC(=O)CC
CIDm00002088	alendronate	249.096044	C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN
CIDm00002092	alfuzosin	389.44878	CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
CIDm00002094	allopurinol	136.11146	C1=C2C(=NC=NC2=O)NN1
CIDm00002099	alosetron	294.35102	CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C
CIDm00002118	alprazolam	308.76492	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
CIDm00002123	hexamethylmelamine	210.27942	CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
CIDm00002130	amantadine	151.24868	C1C2CC3CC1CC(C2)(C3)N
CIDm00002133	amcinonide	502.571703	CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6
CIDm00002140	Hypaque	613.91357	CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I
CIDm00002141	amifostine	214.222962	C(CN)CNCCSP(=O)(O)O
CIDm00002142	amikacin	585.60252	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
CIDm00002145	aminoglutethimide	232.27834	CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
CIDm00002148	p-aminohippurate	194.1873	C1=CC(=CC=C1C(=O)NCC(=O)O)N
CIDm00002153	theophylline	180.16402	CN1C2=C(C(=O)N(C1=O)C)NC=N2
CIDm00002156	amiodarone	646.31954	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCC[NH+](CC)CC)I
CIDm00002159	amisulpride	369.47898	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
CIDm00002160	amitriptyline	277.40332	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
CIDm00002161	amlexanox	298.29336	CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N
CIDm00002162	amlodipine	408.8759	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
CIDm00002163	amobarbital	225.26428	CCC1(C(=O)NC(=NC1=O)[O-])CCC(C)C
CIDm00002168	amorolfine	317.5087	CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C
CIDm00002170	amoxapine	313.78144	C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
CIDm00002171	amoxicillin	365.40416	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
CIDm00002173	ampicillin	348.39682	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C
CIDm00002177	amprenavir	505.6269	CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
CIDm00002179	amsacrine	393.45886	COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42
CIDm00002182	anagrelide	256.08808	C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31
CIDm00002187	anastrozole	293.36626	CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
CIDm00002215	apomorphine	267.32238	CN1CCC2=CC=CC3=C2C1CC4=C3C(=C(C=C4)O)O
CIDm00002216	apraclonidine	245.1085	C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl
CIDm00002232	argatroban	508.63414	CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
CIDm00002244	aspirin	180.15742	CC(=O)OC1=CC=CC=C1C(=O)O
CIDm00002249	atenolol	266.33608	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
CIDm00002250	atorvastatin	558.639803	CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
CIDm00002265	azathioprine	277.26258	CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
