omim id 	 omim name 	 mondos 
OMIM:600461	hemolytic anemia, lethal congenital nonspherocytic, with genital andother abnormalities	MONDO:0010891
OMIM:600462	myopathy, lactic acidosis, and sideroblastic anemia 1	MONDO:0000863|MONDO:0010892
OMIM:600467	malignant hyperthermia, susceptibility to, 4	MONDO:0010893
OMIM:600496	maturity-onset diabetes of the young, type iii	MONDO:0010894|MONDO:0010894
OMIM:600501	abcd syndrome	MONDO:0010895
OMIM:600510	glaucoma-related pigment dispersion syndrome; gpds1	MONDO:0010896
OMIM:600511	%600511 schizophrenia 3; sczd3;;schizophrenia susceptibility locus, chromosome 6-related	MONDO:0010897
OMIM:600512	epilepsy, lateral temporal lobe, autosomal dominant	MONDO:0010898
OMIM:600513	epilepsy, nocturnal frontal lobe, type 1	MONDO:0010899
OMIM:600546	intrauterine growth retardation with increased mitomycin c sensitivity	MONDO:0010900
OMIM:600559	hydrocephalus, endocardial fibroelastosis, and cataracts	MONDO:0010901
OMIM:600561	spondyloepiphyseal dysplasia with atlantoaxial instability	MONDO:0010902
OMIM:600593	craniosynostosis, adelaide type	MONDO:0010903
OMIM:600598	setting-sun phenomenon, familial benign	MONDO:0010904
OMIM:600624	%600624 cone-rod dystrophy 1; cord1;;crd1	MONDO:0010905
OMIM:600625	orofacial cleft 11 cleft lip, congenital healed, included congenital healed cleft lip, included	MONDO:0000358|MONDO:0010906
OMIM:600627	hypertryptophanemia, familial	MONDO:0010907
OMIM:600628	600628 loose anagen hair syndrome	MONDO:0010908
OMIM:600630	#600630 uv-sensitive syndrome 1; uvss1	MONDO:0015797|MONDO:0010909
OMIM:600631	%600631 enuresis, nocturnal, 1; enur1;;bedwetting	MONDO:0010910
OMIM:600634	pituitary adenoma, prolactin-secreting	MONDO:0010911
OMIM:600638	#600638 fibrosis of extraocular muscles, congenital, 3a, with or without extraocularinvolvement; cfeom3a;;feom3 locus	MONDO:0010912
OMIM:600643	caroli disease, isolated	MONDO:0010913
OMIM:600649	carnitine palmitoyltransferase ii deficiency, infantile	MONDO:0010914
OMIM:600652	deafness, autosomal dominant nonsyndromic sensorineural 4	MONDO:0010915|MONDO:0010915
OMIM:600666	polycystic kidney disease 3	MONDO:0010916
OMIM:600668	chondrocalcinosis 1	MONDO:0001314|MONDO:0010917
OMIM:600669	epilepsy, idiopathic generalized	MONDO:0005579|MONDO:0010918
OMIM:600670	varicella, severe recurrent	MONDO:0010919
OMIM:600674	microtia-anotia	MONDO:0010920
OMIM:600679	dermoid cysts, familial frontonasal	MONDO:0010921
OMIM:600705	600705 satoyoshi syndrome;;komuragaeri disease;;muscle spasms, intermittent, with alopecia, diarrhea, and skeletalabnormalities	MONDO:0010922
OMIM:600706	proximal myopathy with focal depletion of mitochondria	MONDO:0010923
OMIM:600721	d-2-hydroxyglutaric aciduria 1	MONDO:0010924|MONDO:0010924
OMIM:600736	600736 velofacioskeletal syndrome	MONDO:0010925
OMIM:600740	hypocalciuric hypercalcemia, familial, type iii	MONDO:0010926|MONDO:0010926
OMIM:600757	orofacial cleft 3	MONDO:0000358|MONDO:0010927
OMIM:600771	%600771 dwarfism, familial, with muscle spasms	MONDO:0010928
OMIM:600775	craniosynostosis 4	MONDO:0010929
OMIM:600776	600776 fryns microphthalmia syndrome;;microphthalmia with facial clefting;;anophthalmia-plus syndrome	MONDO:0010930
OMIM:600785	vitamin d-dependent rickets, type 2b, with normal vitamin d receptor	MONDO:0005520|MONDO:0010931
OMIM:600790	chorioretinal atrophy, progressive bifocal	MONDO:0010932
OMIM:600791	enlarged vestibular aqueduct	MONDO:0010933|MONDO:0010933
OMIM:600792	deafness, neurosensory, autosomal recessive 5	MONDO:0000912|MONDO:0000912
OMIM:600794	#600794 neuronopathy, distal hereditary motor, type va; hmn5a;;hmn va;;neuronopathy, distal hereditary motor, type v; hmn5;;neuropathy, distal hereditary motor, type va; dhmn5a;;dhmn va;;spinal muscular atrophy, distal, type va; dsmava;;spinal muscular atrophy, distal, type v; dsmav;;spinal muscular atrophy, distal, with upper limb predominance	MONDO:0010935
OMIM:600795	frontotemporal dementia, chromosome 3-linked	MONDO:0010936
OMIM:600802	#600802 severe combined immunodeficiency, autosomal recessive, t cell-negative,b cell-positive, nk cell-negative;;scid, t cell-negative, b cell-positive, nk cell-negative	MONDO:0010938
OMIM:600803	#600803 gallbladder disease 1; gbd1;;cholelithiasis, low phospholipid-associated; lpac	MONDO:0010939
OMIM:600807	asthma, susceptibility to	MONDO:0010940
OMIM:600808	%600808 enuresis, nocturnal, 2; enur2	MONDO:0010941
OMIM:600850	schizophrenia 4	MONDO:0010943
OMIM:600852	retinitis pigmentosa 17	MONDO:0010945
OMIM:600858	cardiomyopathy, familial hypertrophic, 6; cmh6	MONDO:0010946
OMIM:600880	budd-chiari syndromemembranous obstruction of inferior vena cava, included	MONDO:0010947
OMIM:600881	#600881 cataract, congenital zonular, with sutural opacities; cczs	MONDO:0010948|MONDO:0010948
OMIM:600882	charcot-marie-tooth disease, axonal, type 2b	MONDO:0010949
OMIM:600884	cardiomyopathy, dilated, 1b	MONDO:0010951|MONDO:0010951
OMIM:600886	#600886 hyperferritinemia with or without cataract;;hyperferritinemia-cataract syndrome;;hyperferritinemia, hereditary, with congenital cataracts; hhcs	MONDO:0010952
OMIM:600901	fanconi anemia, complementation group e	MONDO:0010953|MONDO:0010953
OMIM:600903	600903 wiskott-aldrich syndrome, autosomal dominant form	MONDO:0010954
OMIM:600906	ectodermal dysplasia with mental retardation and syndactyly	MONDO:0010955
OMIM:600907	600907 enamel hypoplasia, cataracts, and aqueductal stenosis	MONDO:0010956
OMIM:600908	600908 kennerknecht syndrome;;agonadism, 46,xy, with mental retardation, short stature, retardedbone age, and multiple extragenital malformations	MONDO:0010957
OMIM:600919	cardiac arrhythmia, ankyrin-b-related	MONDO:0010958
OMIM:600920	#600920 van den ende-gupta syndrome; vdegs;;marden-walker-like syndrome without psychomotor retardation;;blepharophimosis, arachnodactyly, and congenital contractures	MONDO:0010959
OMIM:600955	#600955 proprotein convertase 1/3 deficiency;;obesity and endocrinopathy due to impaired processing of prohormones	MONDO:0010961
OMIM:600962	palmoplantar keratoderma, nonepidermolytic	MONDO:0010962
OMIM:600965	deafness, autosomal dominant 6	MONDO:0010963|MONDO:0010963
OMIM:600969	epiphyseal dysplasia, multiple, 3; edm3	MONDO:0010964
OMIM:600971	#600971 deafness, autosomal recessive 6; dfnb6;;neurosensory nonsyndromic recessive deafness 6; nsrd6	MONDO:0010965
OMIM:600972	#600972 achondrogenesis, type ib; acg1b;;achondrogenesis, fraccaro type	MONDO:0010966
OMIM:600974	deafness, neurosensory, autosomal recessive 7	MONDO:0010967|MONDO:0010967
OMIM:600975	glaucoma 3, primary infantile, b	MONDO:0010968
OMIM:600977	cone-rod dystrophy 5	MONDO:0010969
OMIM:600987	cleft palate, cardiac defects, and mental retardation	MONDO:0010970
OMIM:600989	infundibulopelvic dysgenesis	MONDO:0010971
OMIM:600991	600991 hydrocephalus, sprengel anomaly, and costovertebral dysplasia	MONDO:0010972
OMIM:600994	deafness, autosomal dominant nonsyndromic sensorineural 5	MONDO:0010973|MONDO:0010973
OMIM:600995	#600995 nephrotic syndrome, type 2; nphs2;;nephrotic syndrome, steroid-resistant, autosomal recessive; srn1	MONDO:0010974
OMIM:600996	arrhythmogenic right ventricular dysplasia, familial, 2; arvd2	MONDO:0010975
OMIM:601001	#601001 epidermolysis bullosa simplex, autosomal recessive	MONDO:0017610|MONDO:0010976
OMIM:601003	brody myopathy	MONDO:0010977
OMIM:601004	portal vein, cavernous transformation of	MONDO:0010978
OMIM:601005	timothy syndrome	MONDO:0010979
OMIM:601016	601016 midline malformations, multiple, with limb abnormalities and hypopituitarism;;dincsoy syndrome	MONDO:0010980
OMIM:601027	tibia, absence or hypoplasia of, with polydactyly, retrocerebellar arachnoid cyst, and other anomalies	MONDO:0010981
OMIM:601039	ichthyosis-mental retardation syndrome with large keratohyalin granules in the skin	MONDO:0010982
OMIM:601042	#601042 dystonia 9; dyt9;;choreoathetosis/spasticity, episodic;;cse choreoathetosis, paroxysmal, with episodic ataxia;;choreoathetosis, kinesigenic, with episodic ataxia and spasticity	MONDO:0010983
OMIM:601067	usher syndrome, type id	MONDO:0010984|MONDO:0010984
OMIM:601068	epilepsy, familial adult myoclonic, 1; fame1	MONDO:0010985
OMIM:601071	deafness, autosomal recessive 9	MONDO:0010986|MONDO:0010986
OMIM:601072	deafness, childhood-onset neurosensory, autosomal recessive 8	MONDO:0010987
OMIM:601075	aplasia cutis congenita, high myopia, and cone-rod dysfunction	MONDO:0010988
OMIM:601076	mullerian duct aplasia, unilateral renal agenesis, and cervicothoracicsomite anomalies	MONDO:0010989
OMIM:601086	laterality defects, autosomal dominant	MONDO:0010991
OMIM:601088	ayme-gripp syndrome; aygrp	MONDO:0010992
OMIM:601095	601095 harrod syndrome	MONDO:0010993
OMIM:601096	spondyloepimetaphyseal dysplasia, micromelic	MONDO:0010994
OMIM:601098	charcot-marie-tooth disease, demyelinating, type 1c; cmt1c	MONDO:0010995
OMIM:601104	supranuclear palsy, progressive, 1; psnp1	MONDO:0010997
OMIM:601110	#601110 congenital disorder of glycosylation, type id; cdg1d;;cdg id; cdgid;;carbohydrate-deficient glycoprotein syndrome, type iv, formerly; cdgs4,formerly;;cdgs, type iv, formerly	MONDO:0010998
OMIM:601127	fallot complex with severe mental and growth retardation	MONDO:0010999
OMIM:601144	brugada syndrome 1	MONDO:0011001
OMIM:601152	#601152 hereditary motor and sensory neuropathy vi;;hmsn6;;hmsn vi;;peripheral neuropathy and optic atrophy;;charcot-marie-tooth disease, type 6; cmt6	MONDO:0011002
OMIM:601154	cardiomyopathy, dilated, 1e	MONDO:0011003|MONDO:0011003
OMIM:601160	lissencephaly type iii and bone dysplasia	MONDO:0011004
OMIM:601161	trisomy 18-like syndrome	MONDO:0011005
OMIM:601162	spastic paraplegia 9a, autosomal dominant; spg9a	MONDO:0011006
OMIM:601163	%601163 diaphragmatic defects, limb deficiencies, and ossification defectsof skull;;froster syndrome	MONDO:0011007
OMIM:601165	601165 cleft lip/palate with characteristic facies, intestinal malrotation,and lethal congenital heart disease	MONDO:0011008
OMIM:601170	muscular dystrophy, congenital, with severe central nervous system atrophy and absence of large myelinated fibers	MONDO:0011009
OMIM:601186	microphthalmia, syndromic 9	MONDO:0011010|MONDO:0011010|MONDO:0021129
OMIM:601187	gurrieri syndrome	MONDO:0011011
OMIM:601195	601195 iron overload in africa;;african iron overload;;bantu siderosis	MONDO:0011012
OMIM:601198	hypocalcemia, autosomal dominant 1	MONDO:0011013|MONDO:0011013
OMIM:601200	#601200 pleuropulmonary blastoma; ppb;;ppb familial tumor and dysplasia syndrome; ppbftds	MONDO:0011014
OMIM:601202	cataract, anterior polar, 2	MONDO:0011015
OMIM:601214	naxos disease	MONDO:0011017
OMIM:601216	dental anomalies and short stature; dass	MONDO:0011018
OMIM:601217	601217 alopecia-mental retardation syndrome with convulsions and hypergonadotropichypogonadism	MONDO:0011019
OMIM:601220	601220 osteoporosis and oculocutaneous hypopigmentation syndrome; ooch	MONDO:0011020
OMIM:601223	neuronal intestinal dysplasia, type b	MONDO:0011021
OMIM:601224	potocki-shaffer syndrome	MONDO:0011022
OMIM:601228	polyposis syndrome, hereditary mixed, 1	MONDO:0011023
OMIM:601230	dermatitis herpetiformis, familial	MONDO:0011024
OMIM:601238	cerebellar ataxia, cayman type	MONDO:0011025|MONDO:0011025
OMIM:601277	#601277 ichthyosis, congenital, autosomal recessive 4a; arci4a;;ichthyosis congenita iib; icr2b;;ichthyosis, lamellar, 2, formerly; li2, formerly	MONDO:0011026
OMIM:601287	muscular dystrophy, limb-girdle, type 2f	MONDO:0011028|MONDO:0011028
OMIM:601316	deafness, autosomal dominant nonsyndromic sensorineural 10	MONDO:0011031|MONDO:0011031
OMIM:601317	deafness, autosomal dominant nonsyndromic sensorineural 11	MONDO:0011032|MONDO:0011032
OMIM:601319	odontomicronychial dysplasia	MONDO:0011034
OMIM:601321	#601321 neurofibromatosis-noonan syndrome; nfns;;noonan-neurofibromatosis syndrome;;neurofibromatosis with noonan phenotype	MONDO:0011035
OMIM:601322	porencephaly, cerebellar hypoplasia, and internal malformations	MONDO:0011036
OMIM:601331	renal dysplasia, diffuse cystic	MONDO:0011037
OMIM:601338	cerebellar ataxia, areflexia, pes cavus, optic atrophy, and sensorineural hearing loss; capos	MONDO:0011038
OMIM:601341	atrophia maculosa varioliformis cutis, familial	MONDO:0011039
OMIM:601344	spinal dysplasia, anhalt type	MONDO:0011040
OMIM:601345	ectodermal dysplasia with natal teeth, turnpenny type	MONDO:0011041
OMIM:601346	diabetes, neonatal, with pancreatic hypoplasia, intestinal atresia,and gallbladder aplasia or hypoplasia	MONDO:0011042
OMIM:601347	myelodysplasia, immunodeficiency, facial dysmorphism, short stature,	MONDO:0011043
OMIM:601348	601348 ectrodactyly of lower limbs, congenital heart defect, and micrognathia	MONDO:0011044
OMIM:601349	microphthalmia, syndromic 8; mcops8	MONDO:0011045
OMIM:601350	short stature syndrome, brussels type	MONDO:0011046
OMIM:601351	growth retardation, deafness, femoral epiphyseal dysplasia, and lacrimal duct obstruction	MONDO:0011047
OMIM:601352	mental retardation, microcephaly, epilepsy, and coarse face	MONDO:0011048
OMIM:601353	brachycephaly, deafness, cataract, microstomia, and mental retardation	MONDO:0011049
OMIM:601355	microcephaly, congenital heart disease, unilateral renal agenesis,and hyposegmented lungs	MONDO:0011050
OMIM:601356	%601356 lethal short-limb skeletal dysplasia, al gazali type	MONDO:0011051
OMIM:601357	brachial amelia, cleft lip, and holoprosencephaly; aclh	MONDO:0011052
OMIM:601358	nicolaides-baraitser syndrome	MONDO:0011053
OMIM:601360	amelia, autosomal recessive	MONDO:0011054
OMIM:601363	wilms tumor 4	MONDO:0011056
OMIM:601367	stroke, ischemic	MONDO:0011057
OMIM:601369	#601369 deafness, autosomal dominant 9; dfna9	MONDO:0011058|MONDO:0011058
OMIM:601370	holoprosencephaly, semilobar, with craniosynostosis	MONDO:0011059
OMIM:601371	cataract, age-related nuclear	MONDO:0011060
OMIM:601372	chorea, remitting, with nystagmus and cataract	MONDO:0011061
OMIM:601374	aprosencephaly and cerebellar dysgenesis	MONDO:0011062
OMIM:601375	601375 ectodermal dysplasia, hidrotic, christianson-fourie type	MONDO:0011063
OMIM:601376	chondrodysplasia, lethal, with long bone angulation and mixed bone density	MONDO:0011064
OMIM:601379	hunter-mcalpine craniosynostosis syndrome	MONDO:0011065
OMIM:601382	charcot-marie-tooth disease, type 4b1; cmt4b1	MONDO:0011066
OMIM:601386	#601386 deafness, autosomal recessive 12; dfnb12	MONDO:0011067|MONDO:0011067
OMIM:601389	cervical ribs, sprengel anomaly, anal atresia, and urethral obstruction	MONDO:0011069
OMIM:601390	van maldergem syndrome 1	MONDO:0011070
OMIM:601399	#601399 platelet disorder, familial, with associated myeloid malignancy; fpdmm;;platelet disorder, aspirin-like;;thrombocytopenia, familial, with propensity to acute myelogenous leukemia;fpd/aml	MONDO:0011071
OMIM:601410	diabetes mellitus, transient neonatal, 1	MONDO:0011073
OMIM:601412	deafness, autosomal dominant nonsyndromic sensorineural 7	MONDO:0011074|MONDO:0011074
OMIM:601414	retinitis pigmentosa 18	MONDO:0011075
OMIM:601419	#601419 myopathy, myofibrillar, 1; mfm1;;myopathy, myofibrillar, desmin-related;;desminopathy, primary;;desmin-related myopathy; drm;;inclusion body myopathy 1, autosomal dominant, formerly; ibm1, formerly;;cardiomyopathy, dilated, 1f and limb-girdle muscular dystrophy type1d, formerly;;cmd1f and lgmd1d, formerly;;cardiomyopathy, dilated, with conduction defect and muscular dystrophy;cdcd3, formerly	MONDO:0011076
OMIM:601420	microcephaly, corpus callosum dysgenesis, and cleft lip/palate	MONDO:0011077
OMIM:601427	anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis	MONDO:0011078
OMIM:601438	rhizomelic dysplasia, patterson-lowry type	MONDO:0011079
OMIM:601449	deafness, progressive, with stapes fixation	MONDO:0011080
OMIM:601450	601450 dislocation of hip, congenital, with hyperextensibility of fingersand facial dysmorphism;;hip, congenital dislocation of, with hyperextensibility of fingersand facial dysmorphism	MONDO:0011081
OMIM:601453	601453 trichodental dysplasia	MONDO:0011083
OMIM:601455	#601455 charcot-marie-tooth disease, type 4d; cmt4d;;neuropathy, hereditary motor and sensory, lom type; hmsnl;;charcot-marie-tooth disease, demyelinating, autosomal recessive, type4d;;charcot-marie-tooth neuropathy, type 4d;;hmsn4d	MONDO:0011085
OMIM:601457	severe combined immunodeficiency, autosomal recessive, t cell-negative,b cell-negative, nk cell-positive	MONDO:0011086|MONDO:0011086
OMIM:601462	#601462 myasthenic syndrome, congenital, slow-channel; sccms;;myasthenic syndrome, congenital, postsynaptic slow-channel;;myasthenic syndrome, congenital, type iia; cms2a;;cms iia	MONDO:0011088
OMIM:601466	patent ductus venosus	MONDO:0011089
OMIM:601471	facial paresis, hereditary congenital, 1; hcfp1	MONDO:0011090
OMIM:601472	charcot-marie-tooth disease, axonal, type 2d	MONDO:0011091
OMIM:601477	ribbing disease	MONDO:0011092
OMIM:601492	mucopolysaccharidosis type ix	MONDO:0011093
OMIM:601493	#601493 cardiomyopathy, dilated, 1c, with or without left ventricular noncompaction;cmd1cleft ventricular noncompaction 3, included; lvnc3, included;;cardiomyopathy, familial hypertrophic, 24, included; cmh24, included	MONDO:0011094|MONDO:0011094
OMIM:601494	#601494 cardiomyopathy, dilated, 1d; cmd1d;;left ventricular noncompaction 6, included; lvnc6, included	MONDO:0011095|MONDO:0011095
OMIM:601495	#601495 agammaglobulinemia 1, autosomal recessive; agm1;;agammaglobulinemia, autosomal recessive, due to ighm defect	MONDO:0011096
OMIM:601499	%601499 axenfeld-rieger syndrome, type 2; rieg2;;rieger syndrome, type 2	MONDO:0011097
OMIM:601518	#601518 prostate cancer, hereditary, 1; hpc1;;prca1	MONDO:0011098
OMIM:601536	#601536 athabaskan brainstem dysgenesis syndrome; abds;;navajo brainstem syndromebosley-salih-alorainy syndrome, included; bsas, included	MONDO:0011099|MONDO:0011099
OMIM:601539	peroxisome biogenesis disorder 1b	MONDO:0011101
OMIM:601543	deafness, autosomal dominant nonsyndromic sensorineural 12	MONDO:0011102|MONDO:0011102
OMIM:601544	deafness, autosomal dominant nonsyndromic sensorineural 3	MONDO:0011103|MONDO:0011103
OMIM:601547	#601547 cataract, congenital, cerulean type, 2; cca2;;cataract, congenital, 'blue dot' type, 2	MONDO:0011104|MONDO:0011104
OMIM:601549	alacrima	MONDO:0011105
OMIM:601552	facial dysmorphism, lens dislocation, anterior segment abnormalities, and spontaneous filtering blebs	MONDO:0011106
OMIM:601553	#601553 hypotrichosis, congenital, with juvenile macular dystrophy; hjmd;;hypotrichosis with cone-rod dystrophy	MONDO:0011107
OMIM:601559	stuve-wiedemann syndrome	MONDO:0011108
OMIM:601560	multiple epiphyseal dysplasia with robin phenotype	MONDO:0011109
OMIM:601561	dyssegmental dysplasia with glaucoma	MONDO:0011110
OMIM:601583	wilms tumor 5	MONDO:0011112
OMIM:601596	charcot-marie-tooth disease, type 4c; cmt4c	MONDO:0011113
OMIM:601606	trichoepithelioma, multiple familial, 1	MONDO:0011114
OMIM:601608	spastic paraplegia and evans syndrome	MONDO:0011115
OMIM:601612	%601612 lung agenesis, congenital heart defects, and thumb anomalies syndrome;lacht;;mardini-nyhan association	MONDO:0011116
OMIM:601616	iris pigment epithelium anomalies	MONDO:0011117
OMIM:601626	leukemia, acute myeloid	MONDO:0018874|MONDO:0018874
OMIM:601631	anterior segment dysgenesis 3	MONDO:0011119|MONDO:0011119
OMIM:601634	neural tube defects, folate-sensitive	MONDO:0011120
OMIM:601650	paragangliomas 2	MONDO:0011121
OMIM:601665	obesity	MONDO:0011122
OMIM:601666	%601666 diabetes mellitus, insulin-dependent, 15; iddm15;;insulin-dependent diabetes mellitus 15	MONDO:0011123
OMIM:601668	601668 spondyloepimetaphyseal dysplasia with abnormal dentition; semdad	MONDO:0011124
OMIM:601675	trichothiodystrophy 1, photosensitive	MONDO:0011125
OMIM:601678	bartter syndrome, type 1, antenatal	MONDO:0011127|MONDO:0011127
OMIM:601680	arthrogryposis, distal, type 2b	MONDO:0019942|MONDO:0011128
OMIM:601682	glaucoma 1, open angle, c	MONDO:0005338|MONDO:0011129
OMIM:601700	sebaceous gland hyperplasia, familial presenile	MONDO:0011130
OMIM:601701	601701 arthrogryposis and ectodermal dysplasia;;trichooculodermovertebral syndrome;;todv syndrome;;alves syndrome	MONDO:0011131
OMIM:601705	t-cell immunodeficiency, congenital alopecia, and nail dystrophy	MONDO:0011132
OMIM:601706	yemenite deaf-blind hypopigmentation syndrome	MONDO:0011133
OMIM:601707	curry-jones syndrome	MONDO:0011134
OMIM:601708	superior transverse scapular ligament, calcification of, familial	MONDO:0011135
OMIM:601709	#601709 quebec platelet disorder; qpd;;bleeding disorder, platelet-type, 5; bdplt5;;factor v quebec	MONDO:0011136
OMIM:601718	retinitis pigmentosa 19	MONDO:0011137
OMIM:601759	preaxial hallucal polydactyly	MONDO:0011139
OMIM:601764	seizures, benign familial infantile, 1; bfis1	MONDO:0011140
OMIM:601776	ehlers-danlos syndrome, musculocontractural type, 1	MONDO:0011142
OMIM:601777	cone-rod dystrophy 6	MONDO:0011143
OMIM:601780	ceroid lipofuscinosis, neuronal, 6	MONDO:0011144|MONDO:0011144
OMIM:601794	%601794 coloboma-obesity-hypogenitalism-mental retardation syndrome	MONDO:0011145
OMIM:601803	pallister-killian syndrome	MONDO:0011146
OMIM:601808	chromosome 18q deletion syndrome	MONDO:0011147
OMIM:601809	spondylospinal thoracic dysostosis	MONDO:0011148
OMIM:601811	premature aging syndrome, okamoto type	MONDO:0011149
OMIM:601812	premature aging syndrome, penttinen type	MONDO:0011150
OMIM:601813	#601813 exudative vitreoretinopathy 4; evr4	MONDO:0019516|MONDO:0011151
OMIM:601815	phosphoglycerate dehydrogenase deficiency	MONDO:0011152
OMIM:601820	hyperinsulinemic hypoglycemia, familial, 2; hhf2	MONDO:0011153
OMIM:601829	acrofacial dysostosis, palagonia type	MONDO:0011154
OMIM:601846	%601846 vacuolar neuromyopathy;;muscular dystrophy, autosomal dominant, with rimmed vacuoles; mdrv	MONDO:0011155
OMIM:601847	cholestasis, progressive familial intrahepatic 2	MONDO:0019072|MONDO:0011156
OMIM:601853	gomez-lopez-hernandez syndrome	MONDO:0011157
OMIM:601859	autoimmune lymphoproliferative syndrome	MONDO:0017979
OMIM:601868	deafness, autosomal dominant nonsyndromic sensorineural 13	MONDO:0011159|MONDO:0011159
OMIM:601869	#601869 deafness, autosomal recessive 15; dfnb15;;deafness, autosomal recessive 72; dfnb72;;deafness, autosomal recessive 95; dfnb95	MONDO:0011160
OMIM:601885	#601885 cataract, zonular pulverulent 3; czp3;;cae3	MONDO:0011162
OMIM:601887	malignant hyperthermia, susceptibility to, 5	MONDO:0011163
OMIM:601894	#601894 glomerulopathy with fibronectin deposits 2; gfnd2;;glomerular nephritis, familial, with fibronectin deposits;;fibronectin glomerulopathy	MONDO:0011165
OMIM:601927	%601927 lymphedema, cardiac septal defects, and characteristic facies;;irons-bianchi syndrome;;lymphedema, atrial septal defect, and characteristic facies	MONDO:0011166
OMIM:601941	diabetes mellitus, insulin-dependent, 6	MONDO:0011167|MONDO:0011167
OMIM:601942	diabetes mellitus, insulin-dependent, 10	MONDO:0011168|MONDO:0011168
OMIM:601952	#601952 keratosis linearis with ichthyosis congenita and sclerosing keratoderma;;klick syndrome	MONDO:0011169
OMIM:601954	muscular dystrophy, limb-girdle, type 2g	MONDO:0011170
OMIM:601957	601957 odontotrichoungual-digital-palmar syndrome;;otudp syndrome	MONDO:0011171
OMIM:601976	601976 otofacioosseous-gonadal syndrome	MONDO:0011172
OMIM:601977	#601977 thrombocythemia 2; thcyt2	MONDO:0005029|MONDO:0011173
OMIM:601979	hyperzincemia with functional zinc depletion	MONDO:0011174
OMIM:601992	%601992 friedreich ataxia 2; frda2	MONDO:0009245|MONDO:0011175
OMIM:602014	hypomagnesemia with secondary hypocalcemia	MONDO:0011176
OMIM:602032	#602032 ectodermal dysplasia 4, hair/nail type; ectd4;;ectodermal dysplasia, 'pure' hair/nail type	MONDO:0011177
OMIM:602066	#602066 convulsions, familial infantile, with paroxysmal choreoathetosis;icca;;infantile convulsions and paroxysmal choreoathetosis, familial;;icca syndrome;;paroxysmal kinesigenic dyskinesia with infantile convulsions; pkd/ic	MONDO:0011178
OMIM:602068	leishmaniasis, tegumentary	MONDO:0011179
OMIM:602071	broad terminal phalanges, familial	MONDO:0011180
OMIM:602078	fibrosis of extraocular muscles, congenital, 2	MONDO:0011181
OMIM:602079	trimethylaminuria	MONDO:0011182
OMIM:602080	paget disease of bone 2, early-onset	MONDO:0011183
OMIM:602081	speech-language disorder 1	MONDO:0011184
OMIM:602082	corneal dystrophy of bowman layer, type ii	MONDO:0011185|MONDO:0011185
OMIM:602083	usher syndrome, type if	MONDO:0011186|MONDO:0011186
OMIM:602085	polydactyly, postaxial, type a2	MONDO:0011187
OMIM:602086	%602086 arrhythmogenic right ventricular dysplasia, familial, 3; arvd3;;arrhythmogenic right ventricular cardiomyopathy 3; arvc3	MONDO:0011188
OMIM:602087	%602087 arrhythmogenic right ventricular dysplasia, familial, 4; arvd4;;arrhythmogenic right ventricular cardiomyopathy 4; arvc4	MONDO:0011189
OMIM:602088	#602088 nephronophthisis 2; nphp2;;nph2	MONDO:0011190
OMIM:602089	#602089 hemangioma, capillary infantile;;hci;;hemangioma, hereditary capillary	MONDO:0011191
OMIM:602092	deafness, neurosensory, autosomal recessive 18	MONDO:0011192|MONDO:0011192
OMIM:602093	cone dystrophy 3	MONDO:0011193
OMIM:602096	alzheimer disease 5	MONDO:0011194
OMIM:602097	usher syndrome, type ie	MONDO:0011195|MONDO:0011195
OMIM:602099	#602099 amyotrophic lateral sclerosis 5, juvenile; als5	MONDO:0011196|MONDO:0011196
OMIM:602107	neuropathy, hereditary thermosensitive	MONDO:0011197
OMIM:602111	#602111 spondyloepimetaphyseal dysplasia, missouri type;;semd, missouri typemetaphyseal anadysplasia 1, included; mandp1, included	MONDO:0011198|MONDO:0011198
OMIM:602114	nephropathy, progressive tubulointerstitial, with cholestatic liverdisease	MONDO:0011199
OMIM:602124	dystonia 7, torsion	MONDO:0011200|MONDO:0011200
OMIM:602134	tremor, hereditary essential, 2	MONDO:0003233|MONDO:0011201
OMIM:602152	rhyns syndrome	MONDO:0011202
OMIM:602196	pierre robin sequence with pectus excavatum and rib and scapular anomalies	MONDO:0011203
OMIM:602197	602197 cerebellar degeneration-related autoantigen 3;;cdr3	MONDO:0011204
OMIM:602199	medium chain 3-ketoacyl-coa thiolase deficiency	MONDO:0011205
OMIM:602200	ventriculomegaly with defects of the radius and kidney	MONDO:0011206
OMIM:602247	xanthomatosis, susceptibility to	MONDO:0011207
OMIM:602248	%602248 malignant atrophic papulosis;;degos disease;;papulosis, malignant atrophic	MONDO:0011208
OMIM:602249	progeroid facial appearance with hand anomalies	MONDO:0011209
OMIM:602271	spondylometaphyseal dysplasia, axial	MONDO:0011211
OMIM:602342	%602342 plantar lipomatosis, unusual facies, and developmental delay;;pierpont syndrome	MONDO:0011213
OMIM:602347	cholestasis, progressive familial intrahepatic, 3; pfic3	MONDO:0011214
OMIM:602361	gracile bone dysplasia	MONDO:0011215
OMIM:602390	hemochromatosis, type 2a	MONDO:0011216|MONDO:0011216
OMIM:602398	#602398 desmosterolosis	MONDO:0011217
OMIM:602400	ichthyosis, congenital, autosomal recessive 11; arci11	MONDO:0011218
OMIM:602401	ectodermal dysplasia 8, hair/tooth/nail type	MONDO:0011219
