decipher id 	 decipher name 	 db_type 
2838	renal caliceal diverticuli-deafness syndrome	ORPHA
2840	pelvic dysplasia-arthrogryposis of lower limbs syndrome	ORPHA
2841	familial benign chronic pemphigus	ORPHA
284180	xp22.13p22.2 duplication syndrome	ORPHA
2842	penoscrotal transposition	ORPHA
284227	tempi syndrome	ORPHA
284400	small cell carcinoma of the bladder	ORPHA
2846	congenital pericardium anomaly	ORPHA
284979	neonatal marfan syndrome	ORPHA
285	ehlers-danlos syndrome, hypermobility type	ORPHA
2850	alopecia-intellectual disability syndrome	ORPHA
2856	persistent müllerian duct syndrome	ORPHA
286	ehlers-danlos syndrome, vascular type	ORPHA
2863	short stature-wormian bones-dextrocardia syndrome	ORPHA
2866	short stature-deafness-neutrophil dysfunction-dysmorphism syndrome	ORPHA
2867	short stature, brussels type	ORPHA
2868	short stature-valvular heart disease-characteristic facies syndrome	ORPHA
287	ehlers-danlos syndrome, classic type	ORPHA
2875	phakomatosis pigmentovascularis	ORPHA
2878	phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome	ORPHA
2879	phocomelia, schinzel type	ORPHA
2885	piebald trait-neurologic defects syndrome	ORPHA
2889	pili torti	ORPHA
289	ellis van creveld syndrome	ORPHA
2891	pili torti-developmental delay-neurological abnormalities syndrome	ORPHA
2894	pilotto syndrome	ORPHA
289522	microtriplication 11q24.1	ORPHA
289548	inherited isolated adrenal insufficiency due to partial cyp11a1 deficiency	ORPHA
289601	hereditary arterial and articular multiple calcification syndrome	ORPHA
289916	vitamin b12-unresponsive methylmalonic acidemia type mut0	ORPHA
290	congenital rubella syndrome	ORPHA
2900	leri pleonosteosis	ORPHA
2903	familial spontaneous pneumothorax	ORPHA
2907	hereditary acrokeratotic poikiloderma, weary type	ORPHA
291	congenital varicella syndrome	ORPHA
2916	postaxial polydactyly-dental and vertebral anomalies syndrome	ORPHA
2917	polydactyly-myopia syndrome	ORPHA
2924	isolated polycystic liver disease	ORPHA
2926	polyneuropathy-hand defect syndrome	ORPHA
2928	polyneuropathy-intellectual disability-acromicria-premature menopause syndrome	ORPHA
293	congenital herpes simplex virus infection	ORPHA
293168	infantile-onset ascending hereditary spastic paralysis	ORPHA
2932	chronic inflammatory demyelinating polyneuropathy	ORPHA
293355	methylmalonic acidemia without homocystinuria	ORPHA
2935	crossed polysyndactyly	ORPHA
293807	ketamine-induced biliary dilatation	ORPHA
293939	distal xq28 microduplication syndrome	ORPHA
293948	1p21.3 microdeletion syndrome	ORPHA
293964	hypoinsulinemic hypoglycemia and body hemihypertrophy	ORPHA
293967	hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome	ORPHA
293978	deficiency in anterior pituitary function-variable immunodeficiency syndrome	ORPHA
293987	rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome	ORPHA
294	fetal cytomegalovirus syndrome	ORPHA
295	fetal parvovirus syndrome	ORPHA
295036	congenital patella dislocation	ORPHA
2956	prata-liberal-goncalves syndrome	ORPHA
2959	progeria-short stature-pigmented nevi syndrome	ORPHA
296	enchondromatosis	ORPHA
2962	de barsy syndrome	ORPHA
2963	progeroid syndrome, petty type	ORPHA
2964	autosomal dominant prognathism	ORPHA
2969	proteus-like syndrome	ORPHA
2970	prune belly syndrome	ORPHA
2972	non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome	ORPHA
2973	46,xx disorder of sex development-anorectal anomalies syndrome	ORPHA
2975	46,xx disorder of sex development-skeletal anomalies syndrome	ORPHA
2976	pseudoleprechaunism syndrome, patterson type	ORPHA
2978	chronic intestinal pseudoobstruction	ORPHA
29822	spontaneous periodic hypothermia	ORPHA
2983	disorder of sex development-intellectual disability syndrome	ORPHA
2985	pseudoprogeria syndrome	ORPHA
2989	familial pterygium of the conjunctiva	ORPHA
2990	autosomal recessive multiple pterygium syndrome	ORPHA
2994	short stature-craniofacial anomalies-genital hypoplasia syndrome	ORPHA
2995	baraitser-winter cerebrofrontofacial syndrome	ORPHA
2997	ptosis-vocal cord paralysis syndrome	ORPHA
30	hereditary orotic aciduria	ORPHA
3000	familial male-limited precocious puberty	ORPHA
300179	ehlers-danlos syndrome, kyphoscoliotic and deafness type	ORPHA
3002	immune thrombocytopenic purpura	ORPHA
300298	severe congenital hypochromic anemia with ringed sideroblasts	ORPHA
3004	mirror polydactyly-vertebral segmentation-limbs defects syndrome	ORPHA
300493	sagliker syndrome	ORPHA
300536	ddost-cdg	ORPHA
3006	pyridoxine-dependent epilepsy	ORPHA
300605	juvenile amyotrophic lateral sclerosis	ORPHA
3015	radio-renal syndrome	ORPHA
3016	absent radius-anogenital anomalies syndrome	ORPHA
3019	ramon syndrome	ORPHA
3023	external auditory canal atresia-vertical talus-hypertelorism syndrome	ORPHA
3027	caudal regression sequence	ORPHA
3033	renal tubular dysgenesis	ORPHA
3034	delayed membranous cranial ossification	ORPHA
3035	growth delay-hydrocephaly-lung hypoplasia syndrome	ORPHA
3038	delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome	ORPHA
3042	intellectual disability-cataracts-calcified pinnae-myopathy syndrome	ORPHA
3051	intellectual disability-sparse hair-brachydactyly syndrome	ORPHA
3055	x-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome	ORPHA
306550	fadd-related immunodeficiency	ORPHA
3068	intellectual disability-myopathy-short stature-endocrine defect syndrome	ORPHA
3074	intellectual disability-short stature-hypertelorism syndrome	ORPHA
3079	intellectual disability, buenos-aires type	ORPHA
3080	intellectual disability, wolff type	ORPHA
3082	intellectual disability-polydactyly-uncombable hair syndrome	ORPHA
3085	retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome	ORPHA
3087	retinohepatoendocrinologic syndrome	ORPHA
3090	congenital pulmonary venous return anomaly	ORPHA
309108	pancreatic colipase deficiency	ORPHA
309246	gm2 gangliosidosis, ab variant	ORPHA
30925	hereditary central diabetes insipidus	ORPHA
3095	atypical rett syndrome	ORPHA
3097	meacham syndrome	ORPHA
3098	rhizomelic syndrome, urbach type	ORPHA
3104	robin sequence-oligodactyly syndrome	ORPHA
3105	robinow-like syndrome	ORPHA
3107	autosomal dominant robinow syndrome	ORPHA
3109	mayer-rokitansky-küster-hauser syndrome	ORPHA
3111	rotor syndrome	ORPHA
31142	oral erosive lichen	ORPHA
3115	roussy-lévy syndrome	ORPHA
31153	hypoalphalipoproteinemia	ORPHA
312	epidermolytic ichthyosis	ORPHA
3121	ruvalcaba syndrome	ORPHA
3130	satoyoshi syndrome	ORPHA
3135	familial scheuermann disease	ORPHA
3137	alpha-n-acetylgalactosaminidase deficiency	ORPHA
313855	fgfr2-related bent bone dysplasia	ORPHA
313892	developmental and speech delay due to sox5 deficiency	ORPHA
313906	congenital pancreatic cyst	ORPHA
314	erythroderma desquamativum	ORPHA
314034	7p22.1 microduplication syndrome	ORPHA
3143	autoimmune polyendocrinopathy type 2	ORPHA
314389	xq12-q13.3 duplication syndrome	ORPHA
314473	ovarian fibroma	ORPHA
314478	ovarian fibrothecoma	ORPHA
3145	nephrogenic diabetes insipidus-intracranial calcification syndrome	ORPHA
314585	15q overgrowth syndrome	ORPHA
314621	duplication of the pituitary gland	ORPHA
314652	variant abeta2m amyloidosis	ORPHA
314795	shox-related short stature	ORPHA
314802	short stature due to partial ghr deficiency	ORPHA
314811	short stature due to ghsr deficiency	ORPHA
314911	severe canavan disease	ORPHA
314918	mild canavan disease	ORPHA
3151	multiple sclerosis-ichthyosis-factor viii deficiency syndrome	ORPHA
3157	septo-optic dysplasia spectrum	ORPHA
316	progressive symmetric erythrokeratodermia	ORPHA
3162	sézary syndrome	ORPHA
3163	short syndrome	ORPHA
3164	omphalocele syndrome, shprintzen-goldberg type	ORPHA
3165	eosinophilic fasciitis	ORPHA
3168	sillence syndrome	ORPHA
3169	sirenomelia	ORPHA
31709	infantile convulsions and choreoathetosis	ORPHA
3173	infantile spasms-broad thumbs syndrome	ORPHA
3175	x-linked spasticity-intellectual disability-epilepsy syndrome	ORPHA
3176	spina bifida-hypospadias syndrome	ORPHA
3180	spondylocamptodactyly syndrome	ORPHA
3181	sprengel deformity	ORPHA
31824	colchicine poisoning	ORPHA
3186	holoprosencephaly-radial heart renal anomalies syndrome	ORPHA
3188	congenital pulmonary veins atresia or stenosis	ORPHA
3189	congenital pulmonary valve stenosis	ORPHA
3191	subaortic stenosis-short stature syndrome	ORPHA
319195	chondroectodermal dysplasia with night blindness	ORPHA
3194	stern-lubinsky-durrie syndrome	ORPHA
319487	familial papillary or follicular thyroid carcinoma	ORPHA
3196	steroid dehydrogenase deficiency-dental anomalies syndrome	ORPHA
319600	mendelian susceptibility to mycobacterial diseases due to partial irf8 deficiency	ORPHA
3198	stiff person syndrome and related disorders	ORPHA
3204	stormorken-sjaastad-langslet syndrome	ORPHA
3205	sturge-weber syndrome	ORPHA
3206	stüve-wiedemann syndrome	ORPHA
3207	white matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome	ORPHA
321	multiple osteochondromas	ORPHA
3216	conductive deafness-malformed external ear syndrome	ORPHA
3218	deafness-epiphyseal dysplasia-short stature syndrome	ORPHA
3219	fountain syndrome	ORPHA
3221	generalized resistance to thyroid hormone	ORPHA
3225	hearing loss-familial salivary gland insensitivity to aldosterone syndrome	ORPHA
3230	deafness-oligodontia syndrome	ORPHA
3232	deafness-ear malformation-facial palsy syndrome	ORPHA
3233	cochleosaccular degeneration-cataract syndrome	ORPHA
3236	conductive deafness-ptosis-skeletal anomalies syndrome	ORPHA
3241	deafness-craniofacial syndrome	ORPHA
324290	early-onset lafora body disease	ORPHA
324416	muscular hypertrophy-hepatomegaly-polyhydramnios syndrome	ORPHA
324422	alg13-cdg	ORPHA
324575	hyperinsulinism due to hnf1a deficiency	ORPHA
3246	symphalangism with multiple anomalies of hands and feet	ORPHA
324703	abetal34v amyloidosis	ORPHA
324708	abeta amyloidosis, iowa type	ORPHA
324713	abeta amyloidosis, italian type	ORPHA
324723	abeta amyloidosis, arctic type	ORPHA
325124	testicular agenesis	ORPHA
3253	zlotogora-ogur syndrome	ORPHA
325345	46,xy ovotesticular disorder of sex development	ORPHA
3255	filippi syndrome	ORPHA
3265	humero-radial synostosis	ORPHA
3266	humero-radio-ulnar synostosis	ORPHA
3267	familial lambdoid synostosis	ORPHA
3268	radioulnar synostosis-microcephaly-scoliosis syndrome	ORPHA
327	congenital factor vii deficiency	ORPHA
3270	radioulnar synostosis-developmental delay-hypotonia syndrome	ORPHA
3283	his bundle tachycardia	ORPHA
3289	taurodontism	ORPHA
329228	microcephalic primordial dwarfism due to znf335 deficiency	ORPHA
329249	severe early-onset obesity-insulin resistance syndrome due to sh2b1 deficiency	ORPHA
329329	autosomal recessive frontotemporal pachygyria	ORPHA
3294	extensor tendons of finger anomalies	ORPHA
329475	spastic paraplegia-paget disease of bone syndrome	ORPHA
330001	wild type attr amyloidosis	ORPHA
33001	lymphedema-distichiasis syndrome	ORPHA
330021	mercury poisoning	ORPHA
3301	tetraamelia-multiple malformations syndrome	ORPHA
3305	tetraploidy	ORPHA
3307	tetrasomy 18p	ORPHA
3309	tetrasomy 5p	ORPHA
3310	tetrasomy 9p	ORPHA
33110	autosomal agammaglobulinemia	ORPHA
33111	granulomatous slack skin	ORPHA
3312	thalidomide embryopathy	ORPHA
3314	thiemann disease, familial form	ORPHA
3316	thomas syndrome	ORPHA
33208	idiopathic hypersomnia	ORPHA
3322	hoyeraal-hreidarsson syndrome	ORPHA
33226	waldenström macroglobulinemia	ORPHA
3329	tibial aplasia-ectrodactyly syndrome	ORPHA
33314	jessner lymphocytic infiltration of the skin	ORPHA
3332	hypoplastic tibiae-postaxial polydactyly syndrome	ORPHA
3339	toriello-lacassie-droste syndrome	ORPHA
33402	pediatric hepatocellular carcinoma	ORPHA
33408	bullous lichen planus	ORPHA
3344	weismann-netter syndrome	ORPHA
33445	neuroectodermal melanolysosomal disease	ORPHA
3346	tracheal agenesis	ORPHA
3347	mounier-kühn syndrome	ORPHA
335	congenital fibrinogen deficiency	ORPHA
3350	tremor-nystagmus-duodenal ulcer syndrome	ORPHA
3353	trichodermodysplasia-dental alterations syndrome	ORPHA
3357	autosomal dominant trichoodontoonychodysplasia-syndactyly	ORPHA
33574	gamma-glutamylcysteine synthetase deficiency	ORPHA
33577	nodular non-suppurative panniculitis	ORPHA
3360	trichodermal syndrome-intellectual disability syndrome	ORPHA
3361	trichodysplasia-xeroderma syndrome	ORPHA
3366	isolated trigonocephaly	ORPHA
3374	triopia	ORPHA
3375	trisomy x	ORPHA
3376	triploidy	ORPHA
3377	trismus-pseudocamptodactyly syndrome	ORPHA
3379	distal trisomy 17q	ORPHA
3386	american trypanosomiasis	ORPHA
3390	proximal tubulopathy-diabetes mellitus-cerebellar ataxia syndrome	ORPHA
3398	thymic epithelial neoplasm	ORPHA
340	hemorrhagic fever-renal syndrome	ORPHA
3400	aorto-ventricular tunnel	ORPHA
3406	ulerythema ophryogenesis	ORPHA
3409	urban-rogers-meyer syndrome	ORPHA
341	viral hemorrhagic fever	ORPHA
3411	double uterus-hemivagina-renal agenesis syndrome	ORPHA
3412	vacterl with hydrocephalus	ORPHA
3416	hyperostosis corticalis generalisata	ORPHA
3419	van regemorter-pierquin-vamos syndrome	ORPHA
34217	naxos disease	ORPHA
3424	velo-facial-skeletal syndrome	ORPHA
3429	verloove vanhorick-brubakk syndrome	ORPHA
343	hyperimmunoglobulinemia d with periodic fever	ORPHA
3434	mmep syndrome	ORPHA
345	dissecting cellulitis of the scalp	ORPHA
3450	weissenbacher- zweymuller syndrome	ORPHA
34527	familial primary hypomagnesemia with normocalciuria and normocalcemia	ORPHA
3453	autoimmune polyendocrinopathy type 1	ORPHA
3454	intellectual disability-developmental delay-contractures syndrome	ORPHA
3455	wiedemann-rautenstrauch syndrome	ORPHA
3456	wildervanck syndrome	ORPHA
34587	glycogen storage disease due to lamp-2 deficiency	ORPHA
346	quinquaud's folliculitis decalvans	ORPHA
3464	woodhouse-sakati syndrome	ORPHA
3465	worster-drought syndrome	ORPHA
3469	xk aprosencephaly syndrome	ORPHA
3471	young syndrome	ORPHA
35069	infantile neuroaxonal dystrophy	ORPHA
35093	isolated scaphocephaly	ORPHA
35098	isolated plagiocephaly	ORPHA
35099	isolated brachycephaly	ORPHA
351	galactosialidosis	ORPHA
35107	desmosterolosis	ORPHA
35122	congenital sucrase-isomaltase deficiency	ORPHA
35125	epidermal nevus syndrome	ORPHA
35173	x-linked dominant chondrodysplasia punctata	ORPHA
352530	intellectual disability-obesity-brain malformations-facial dysmorphism syndrome	ORPHA
352582	familial infantile myoclonic epilepsy	ORPHA
352649	brain dopamine-serotonin vesicular transport disease	ORPHA
352723	attenuated chédiak-higashi syndrome	ORPHA
354	gm1 gangliosidosis	ORPHA
35656	coenzyme q10 deficiency	ORPHA
35664	aldh18a1-related de barsy syndrome	ORPHA
35688	madelung deformity	ORPHA
35701	3-hydroxy-3-methylglutaryl-coa synthase deficiency	ORPHA
357074	autosomal recessive cutis laxa type 2, classic type	ORPHA
35737	morning glory syndrome	ORPHA
36204	intestinal lymphangiectasia	ORPHA
36237	bullous impetigo	ORPHA
36258	buerger disease	ORPHA
363400	severe neurodegenerative syndrome with lipodystrophy	ORPHA
363618	lmna-related cardiocutaneous progeria syndrome	ORPHA
36367	distal monosomy 1q	ORPHA
363705	craniofaciofrontodigital syndrome	ORPHA
36382	familial cervical artery dissection	ORPHA
364	glycogen storage disease due to glucose-6-phosphatase deficiency	ORPHA
36412	hypocomplementemic urticarial vasculitis	ORPHA
365	glycogen storage disease due to acid maltase deficiency	ORPHA
366	glycogen storage disease due to glycogen debranching enzyme deficiency	ORPHA
367	glycogen storage disease due to glycogen branching enzyme deficiency	ORPHA
368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	ORPHA
369	glycogen storage disease due to liver glycogen phosphorylase deficiency	ORPHA
36913	autoimmune hypoparathyroidism	ORPHA
369873	obesity due to sim1 deficiency	ORPHA
369929	aldosterone-producing adenoma with seizures and neurological abnormalities	ORPHA
369950	intellectual disability-seizures-macrocephaly-obesity syndrome	ORPHA
370	glycogen storage disease due to phosphorylase kinase deficiency	ORPHA
370091	oculocutaneous albinism type 5	ORPHA
370097	oculocutaneous albinism type 6	ORPHA
370921	stt3a-cdg	ORPHA
370924	stt3b-cdg	ORPHA
370927	ssr4-cdg	ORPHA
370943	autism spectrum disorder-epilepsy-arthrogryposis syndrome	ORPHA
371	glycogen storage disease due to muscle phosphofructokinase deficiency	ORPHA
376	gordon syndrome	ORPHA
381	griscelli disease	ORPHA
384	palmoplantar keratoderma-sclerodactyly syndrome	ORPHA
391	classic hodgkin lymphoma	ORPHA
391411	atypical juvenile parkinsonism	ORPHA
391487	autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	ORPHA
391665	homozygous familial hypercholesterolemia	ORPHA
393	46,xx testicular disorder of sex development	ORPHA
394	classic homocystinuria	ORPHA
397685	familial  hyperprolactinemia	ORPHA
398073	prader-willi-like syndrome	ORPHA
398173	focal facial dermal dysplasia type ii	ORPHA
398189	focal facial dermal dysplasia type iv	ORPHA
399805	male infertility with azoospermia or oligozoospermia due to single gene mutation	ORPHA
399808	male infertility with teratozoospermia due to single gene mutation	ORPHA
401942	familial median cleft of the upper and lower lips	ORPHA
401945	moyamoya disease with early-onset achalasia	ORPHA
402075	familial bicuspid aortic valve	ORPHA
403	familial hyperaldosteronism type i	ORPHA
40366	acitretin/etretinate embryopathy	ORPHA
404	familial hyperaldosteronism type ii	ORPHA
408	isolated glycerol kinase deficiency	ORPHA
409	hyperkeratosis lenticularis perstans	ORPHA
411590	wolfram-like syndrome	ORPHA
411593	insulin autoimmune syndrome	ORPHA
411629	nephropathic infantile cystinosis	ORPHA
411777	generalized eruptive keratoacanthoma	ORPHA
412	hyperlipoproteinemia type 3	ORPHA
412066	prkar1b-related neurodegenerative dementia with intermediate filaments	ORPHA
417	neonatal severe primary hyperparathyroidism	ORPHA
419	hyperprolinemia type 1	ORPHA
420794	cono-spondylar dysplasia	ORPHA
424	familial hyperthyroidism due to mutations in tsh receptor	ORPHA
424019	squamous cell carcinoma of the anal canal	ORPHA
425	apolipoprotein a-i deficiency	ORPHA
42642	pfapa syndrome	ORPHA
427	familial hypoaldosteronism	ORPHA
42775	phace syndrome	ORPHA
432	normosmic congenital hypogonadotropic hypogonadism	ORPHA
435	ito hypomelanosis	ORPHA
435387	autosomal dominant charcot-marie-tooth disease type 2y	ORPHA
435628	keppen-lubinsky syndrome	ORPHA
435638	3p25.3 microdeletion syndrome	ORPHA
435651	cidec-related familial partial lipodystrophy	ORPHA
435660	lipe-related familial partial lipodystrophy	ORPHA
435804	short stature-advanced bone age-early-onset osteoarthritis syndrome	ORPHA
435934	cog2-cdg	ORPHA
435938	x-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	ORPHA
436003	contractures-developmental delay-pierre robin syndrome	ORPHA
436141	severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome	ORPHA
436144	intrauterine growth restriction-short stature-early adult-onset diabetes syndrome	ORPHA
436174	cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	ORPHA
436182	microcephalic primordial dwarfism-insulin resistance syndrome	ORPHA
436274	pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	ORPHA
437	hypophosphatemic rickets	ORPHA
439218	kcnq2-related epileptic encephalopathy	ORPHA
439232	aapoaiv amyloidosis	ORPHA
440354	autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome	ORPHA
440713	isolated sedoheptulokinase deficiency	ORPHA
440727	combined hamartoma of the retina and retinal pigment epithelium	ORPHA
444	marie unna hereditary hypotrichosis	ORPHA
444002	11q22.2q22.3 microdeletion syndrome	ORPHA
444051	20q11.2 microdeletion syndrome	ORPHA
444463	autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome	ORPHA
444490	familial chylomicronemia syndrome	ORPHA
446	neonatal hemochromatosis	ORPHA
452	x-linked lissencephaly with abnormal genitalia	ORPHA
454	acquired ichthyosis	ORPHA
457059	pseudohypoparathyroidism with albright hereditary osteodystrophy	ORPHA
46059	lathosterolosis	ORPHA
461	recessive x-linked ichthyosis	ORPHA
46348	paroxysmal extreme pain disorder	ORPHA
464	incontinentia pigmenti	ORPHA
46485	superficial pemphigus	ORPHA
46486	mucous membrane pemphigoid	ORPHA
46488	linear iga dermatosis	ORPHA
46532	hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	ORPHA
47045	familial cold urticaria	ORPHA
477	kid syndrome	ORPHA
48372	nodular regenerative hyperplasia of the liver	ORPHA
48431	congenital cataracts-facial dysmorphism-neuropathy syndrome	ORPHA
48652	monosomy 22q13	ORPHA
48686	primary effusion lymphoma	ORPHA
48918	focal myositis	ORPHA
49	penile agenesis	ORPHA
492	proliferating trichilemmal cyst	ORPHA
493	familial keratoacanthoma	ORPHA
494	keratoderma hereditarium mutilans	ORPHA
495	transgrediens et progrediens palmoplantar keratoderma	ORPHA
498	keratosis pilaris atrophicans	ORPHA
49804	lichen amyloidosis	ORPHA
499	kerion celsi	ORPHA
500	noonan syndrome with multiple lentigines	ORPHA
503	autosomal dominant larsen syndrome	ORPHA
505	graham little-piccardi-lassueur syndrome	ORPHA
50809	talo-patello-scaphoid osteolysis	ORPHA
50810	microlissencephaly-micromelia syndrome	ORPHA
50811	lipodystrophy-intellectual disability-deafness syndrome	ORPHA
50812	zellweger-like syndrome without peroxisomal anomalies	ORPHA
50814	craniolenticulosutural dysplasia	ORPHA
50815	branchiogenic deafness syndrome	ORPHA
50817	duane anomaly-myopathy-scoliosis syndrome	ORPHA
50918	kikuchi-fujimoto disease	ORPHA
50942	striate palmoplantar keratoderma	ORPHA
50943	keratolytic winter erythema	ORPHA
50944	schöpf-schulz-passarge syndrome	ORPHA
51083	familial short qt syndrome	ORPHA
52022	potocki-shaffer syndrome	ORPHA
52047	braddock syndrome	ORPHA
52056	ulnar/fibula ray defect-brachydactyly syndrome	ORPHA
523	hereditary leiomyomatosis and renal cell cancer	ORPHA
525	lichen planopilaris	ORPHA
52503	x-linked creatine transporter deficiency	ORPHA
528	berardinelli-seip congenital lipodystrophy	ORPHA
529	roch-leri mesosomatous lipomatosis	ORPHA
52901	isolated follicle stimulating hormone deficiency	ORPHA
53296	familial cutaneous collagenoma	ORPHA
535	rare cutaneous lupus erythematosus	ORPHA
53693	gracile syndrome	ORPHA
53697	gnathodiaphyseal dysplasia	ORPHA
53715	familial tumoral calcinosis	ORPHA
53719	wyburn-mason syndrome	ORPHA
53721	cobb syndrome	ORPHA
54028	plummer-vinson syndrome	ORPHA
54251	corticosteroid-sensitive aseptic abscess syndrome	ORPHA
550	melas	ORPHA
551	merrf	ORPHA
556	malakoplakia	ORPHA
55654	hypotrichosis simplex	ORPHA
559	marinesco-sjögren syndrome	ORPHA
560	marshall syndrome	ORPHA
56044	carcinoma of gallbladder and extrahepatic biliary tract	ORPHA
562	mccune-albright syndrome	ORPHA
56425	cold agglutinin disease	ORPHA
567	22q11.2 deletion syndrome	ORPHA
568	microphthalmia, lenz type	ORPHA
569	familial or sporadic hemiplegic migraine	ORPHA
570	moebius syndrome	ORPHA
576	mucolipidosis type ii	ORPHA
577	mucolipidosis type iii	ORPHA
57782	mazabraud syndrome	ORPHA
579	mucopolysaccharidosis type 1	ORPHA
580	mucopolysaccharidosis type 2	ORPHA
581	mucopolysaccharidosis type 3	ORPHA
582	mucopolysaccharidosis type 4	ORPHA
583	mucopolysaccharidosis type 6	ORPHA
584	mucopolysaccharidosis type 7	ORPHA
585	multiple sulfatase deficiency	ORPHA
588	muscle-eye-brain disease	ORPHA
592	macrophagic myofasciitis	ORPHA
59303	neonatal ichthyosis-sclerosing cholangitis syndrome	ORPHA
59315	rhombencephalosynapsis	ORPHA
596	x-linked centronuclear myopathy	ORPHA
598	multiminicore myopathy	ORPHA
60	alpha-1-antitrypsin deficiency	ORPHA
60039	pudendal neuralgia	ORPHA
60040	megalencephaly-capillary malformation-polymicrogyria syndrome	ORPHA
602	gne myopathy	ORPHA
603	distal myopathy, welander type	ORPHA
612	potassium-aggravated myotonia	ORPHA
614	thomsen and becker disease	ORPHA
615	familial atrial myxoma	ORPHA
617	congenital primary megaureter	ORPHA
622	homocystinuria without methylmalonic aciduria	ORPHA
624	familial multiple nevi flammei	ORPHA
626	large congenital melanocytic nevus	ORPHA
628	diastrophic dwarfism	ORPHA
63259	iniencephaly	ORPHA
63260	craniorachischisis	ORPHA
63275	pemphigoid gestationis	ORPHA
63440	isolated oxycephaly	ORPHA
63442	angel-shaped phalango-epiphyseal dysplasia	ORPHA
63455	paraneoplastic pemphigus	ORPHA
638	neurofibromatosis-noonan syndrome	ORPHA
63862	schisis association	ORPHA
64	alström syndrome	ORPHA
642	hereditary sensory and autonomic neuropathy type 4	ORPHA
643	giant axonal neuropathy	ORPHA
64754	nevus comedonicus syndrome	ORPHA
64755	becker nevus syndrome	ORPHA
650	lcat deficiency	ORPHA
65250	perineural cyst	ORPHA
65282	woolly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome	ORPHA
65285	lhermitte-duclos disease	ORPHA
65288	permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome	ORPHA
653	multiple endocrine neoplasia type 2	ORPHA
65682	benign recurrent intrahepatic cholestasis	ORPHA
65684	monomelic amyotrophy	ORPHA
657	congenital isolated hyperinsulinism	ORPHA
658	non-histaminic angioedema	ORPHA
66518	short fifth metacarpals-insulin resistance syndrome	ORPHA
66625	cerebrooculonasal syndrome	ORPHA
66628	obesity due to congenital leptin deficiency	ORPHA
66630	congenital pseudoarthrosis of clavicle	ORPHA
66633	sensorineural hearing loss-early graying-essential tremor syndrome	ORPHA
66637	diaphanospondylodysostosis	ORPHA
66661	mast cell sarcoma	ORPHA
667	autosomal recessive malignant osteopetrosis	ORPHA
67036	autosomal dominant optic atrophy and cataract	ORPHA
67041	hyaluronidase deficiency	ORPHA
67043	acanthamoeba keratitis	ORPHA
67044	thrombocytopenia with congenital dyserythropoietic anemia	ORPHA
671	primary cutis verticis gyrata	ORPHA
676	hereditary chronic pancreatitis	ORPHA
678	papillon-lefèvre syndrome	ORPHA
69028	syndrome with brachydactyly	ORPHA
69061	idiopathic steroid-sensitive nephrotic syndrome	ORPHA
69063	congenital membranous nephropathy due to maternal anti-neutral endopeptidase alloimmunization	ORPHA
69077	rhabdoid tumor	ORPHA
69087	naegeli-franceschetti-jadassohn syndrome	ORPHA
69125	anonychia with flexural pigmentation	ORPHA
69126	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	ORPHA
69735	hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	ORPHA
69736	bilateral acute depigmentation of the iris	ORPHA
69744	circumscribed palmoplantar hypokeratosis	ORPHA
700	alopecia totalis	ORPHA
70475	radiation proctitis	ORPHA
70476	vernal keratoconjunctivitis	ORPHA
70589	bronchopulmonary dysplasia	ORPHA
70592	immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency	ORPHA
709	peters plus syndrome	ORPHA
71212	hyperinsulinism due to short chain 3-hydroxylacyl-coa dehydrogenase deficiency	ORPHA
71267	dentinogenesis imperfecta-short stature-hearing loss-intellectual disability syndrome	ORPHA
71276	silent sinus syndrome	ORPHA
71277	encephalopathy due to glut1 deficiency	ORPHA
71289	radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome	ORPHA
71519	psychogenic movement disorders	ORPHA
71526	obesity due to pro-opiomelanocortin deficiency	ORPHA
71528	obesity due to prohormone convertase i deficiency	ORPHA
